evaluation,policy,Phase,Tolerance_ms,N,N_accepted,N_strict_detected,TP,FP,FN,Precision,Recall,F1,AcceptedCoverage,MAE_ms,MedAE_ms,RMSE_ms,OutlierRate1s
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,accepted,P,50,330,330,317,226,104,104,0.6848484848484848,0.6848484848484848,0.6848484848484848,1.0,421.9090909090908,29.99999999999958,2842.3096135702635,0.024242424242424242
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,accepted,P,100,330,330,317,263,67,67,0.796969696969697,0.796969696969697,0.796969696969697,1.0,421.9090909090908,29.99999999999958,2842.3096135702635,0.024242424242424242
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,accepted,P,200,330,330,317,290,40,40,0.8787878787878788,0.8787878787878788,0.8787878787878788,1.0,421.9090909090908,29.99999999999958,2842.3096135702635,0.024242424242424242
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,accepted,S,50,330,145,55,35,110,295,0.2413793103448276,0.10606060606060606,0.14736842105263157,0.4393939393939394,941.5862068965517,180.00000000000148,2236.8859203566135,0.15862068965517243
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,accepted,S,100,330,145,55,53,92,277,0.36551724137931035,0.1606060606060606,0.2231578947368421,0.4393939393939394,941.5862068965517,180.00000000000148,2236.8859203566135,0.15862068965517243
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,accepted,S,200,330,145,55,76,69,254,0.5241379310344828,0.23030303030303031,0.32,0.4393939393939394,941.5862068965517,180.00000000000148,2236.8859203566135,0.15862068965517243
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,strict,P,50,330,317,317,224,93,106,0.7066246056782335,0.6787878787878788,0.6924265842349304,0.9606060606060606,132.20820189274437,29.99999999999936,656.8097545162984,0.012618296529968454
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,strict,P,100,330,317,317,260,57,70,0.8201892744479495,0.7878787878787878,0.80370942812983,0.9606060606060606,132.20820189274437,29.99999999999936,656.8097545162984,0.012618296529968454
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,strict,P,200,330,317,317,284,33,46,0.8958990536277602,0.8606060606060606,0.8778979907264297,0.9606060606060606,132.20820189274437,29.99999999999936,656.8097545162984,0.012618296529968454
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,strict,S,50,330,55,55,19,36,311,0.34545454545454546,0.05757575757575758,0.0987012987012987,0.16666666666666666,331.2727272727272,89.99999999999986,1420.099868447158,0.01818181818181818
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,strict,S,100,330,55,55,31,24,299,0.5636363636363636,0.09393939393939393,0.16103896103896104,0.16666666666666666,331.2727272727272,89.99999999999986,1420.099868447158,0.01818181818181818
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,strict,S,200,330,55,55,40,15,290,0.7272727272727273,0.12121212121212122,0.2077922077922078,0.16666666666666666,331.2727272727272,89.99999999999986,1420.099868447158,0.01818181818181818
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,unconstrained,P,50,330,330,317,226,104,104,0.6848484848484848,0.6848484848484848,0.6848484848484848,1.0,421.9090909090908,29.99999999999958,2842.3096135702635,0.024242424242424242
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,unconstrained,P,100,330,330,317,263,67,67,0.796969696969697,0.796969696969697,0.796969696969697,1.0,421.9090909090908,29.99999999999958,2842.3096135702635,0.024242424242424242
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,unconstrained,P,200,330,330,317,290,40,40,0.8787878787878788,0.8787878787878788,0.8787878787878788,1.0,421.9090909090908,29.99999999999958,2842.3096135702635,0.024242424242424242
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,unconstrained,S,50,330,151,57,36,115,294,0.23841059602649006,0.10909090909090909,0.1496881496881497,0.4575757575757576,1246.0927152317881,189.9999999999995,3134.811801865079,0.17218543046357615
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,unconstrained,S,100,330,151,57,54,97,276,0.3576158940397351,0.16363636363636364,0.22453222453222454,0.4575757575757576,1246.0927152317881,189.9999999999995,3134.811801865079,0.17218543046357615
strengthening/base_43/Zonly/Zonly/baselines/weighted_ensemble,unconstrained,S,200,330,151,57,78,73,252,0.5165562913907285,0.23636363636363636,0.32432432432432434,0.4575757575757576,1246.0927152317881,189.9999999999995,3134.811801865079,0.17218543046357615
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,accepted,P,50,330,330,326,230,100,100,0.696969696969697,0.696969696969697,0.696969696969697,1.0,328.3030303030302,30.00000000000025,2339.322616278119,0.021212121212121213
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,accepted,P,100,330,330,326,269,61,61,0.8151515151515152,0.8151515151515152,0.8151515151515152,1.0,328.3030303030302,30.00000000000025,2339.322616278119,0.021212121212121213
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,accepted,P,200,330,330,326,298,32,32,0.9030303030303031,0.9030303030303031,0.9030303030303031,1.0,328.3030303030302,30.00000000000025,2339.322616278119,0.021212121212121213
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,accepted,S,50,330,315,249,47,268,283,0.1492063492063492,0.14242424242424243,0.14573643410852713,0.9545454545454546,1386.5396825396824,279.9999999999994,3110.141322772817,0.24761904761904763
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,accepted,S,100,330,315,249,83,232,247,0.2634920634920635,0.2515151515151515,0.25736434108527134,0.9545454545454546,1386.5396825396824,279.9999999999994,3110.141322772817,0.24761904761904763
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,accepted,S,200,330,315,249,133,182,197,0.4222222222222222,0.403030303030303,0.4124031007751938,0.9545454545454546,1386.5396825396824,279.9999999999994,3110.141322772817,0.24761904761904763
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,strict,P,50,330,326,326,228,98,102,0.6993865030674846,0.6909090909090909,0.6951219512195121,0.9878787878787879,292.0245398773005,30.00000000000025,2244.797120104498,0.018404907975460124
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,strict,P,100,330,326,326,267,59,63,0.8190184049079755,0.8090909090909091,0.8140243902439024,0.9878787878787879,292.0245398773005,30.00000000000025,2244.797120104498,0.018404907975460124
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,strict,P,200,330,326,326,296,30,34,0.9079754601226994,0.896969696969697,0.9024390243902439,0.9878787878787879,292.0245398773005,30.00000000000025,2244.797120104498,0.018404907975460124
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,strict,S,50,330,249,249,40,209,290,0.1606425702811245,0.12121212121212122,0.1381692573402418,0.7545454545454545,1277.7911646586344,230.00000000000043,3154.117663139999,0.20883534136546184
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,strict,S,100,330,249,249,70,179,260,0.28112449799196787,0.21212121212121213,0.24179620034542315,0.7545454545454545,1277.7911646586344,230.00000000000043,3154.117663139999,0.20883534136546184
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,strict,S,200,330,249,249,115,134,215,0.46184738955823296,0.3484848484848485,0.39723661485319517,0.7545454545454545,1277.7911646586344,230.00000000000043,3154.117663139999,0.20883534136546184
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,unconstrained,P,50,330,330,326,230,100,100,0.696969696969697,0.696969696969697,0.696969696969697,1.0,328.3030303030302,30.00000000000025,2339.322616278119,0.021212121212121213
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,unconstrained,P,100,330,330,326,269,61,61,0.8151515151515152,0.8151515151515152,0.8151515151515152,1.0,328.3030303030302,30.00000000000025,2339.322616278119,0.021212121212121213
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,unconstrained,P,200,330,330,326,298,32,32,0.9030303030303031,0.9030303030303031,0.9030303030303031,1.0,328.3030303030302,30.00000000000025,2339.322616278119,0.021212121212121213
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,unconstrained,S,50,330,317,250,47,270,283,0.14826498422712933,0.14242424242424243,0.14528593508500773,0.9606060606060606,1384.1324921135647,269.99999999999955,3112.5960134938273,0.24605678233438485
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,unconstrained,S,100,330,317,250,84,233,246,0.26498422712933756,0.2545454545454545,0.2596599690880989,0.9606060606060606,1384.1324921135647,269.99999999999955,3112.5960134938273,0.24605678233438485
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed42,unconstrained,S,200,330,317,250,135,182,195,0.42586750788643535,0.4090909090909091,0.41731066460587324,0.9606060606060606,1384.1324921135647,269.99999999999955,3112.5960134938273,0.24605678233438485
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,accepted,P,50,330,326,323,224,102,106,0.6871165644171779,0.6787878787878788,0.6829268292682927,0.9878787878787879,130.64417177914098,29.99999999999936,648.4140633468804,0.012269938650306749
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,accepted,P,100,330,326,323,266,60,64,0.8159509202453987,0.806060606060606,0.8109756097560976,0.9878787878787879,130.64417177914098,29.99999999999936,648.4140633468804,0.012269938650306749
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,accepted,P,200,330,326,323,298,28,32,0.9141104294478528,0.9030303030303031,0.9085365853658537,0.9878787878787879,130.64417177914098,29.99999999999936,648.4140633468804,0.012269938650306749
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,accepted,S,50,330,300,242,46,254,284,0.15333333333333332,0.1393939393939394,0.14603174603174604,0.9090909090909091,1260.5,280.0000000000002,2975.211757169563,0.21666666666666667
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,accepted,S,100,330,300,242,78,222,252,0.26,0.23636363636363636,0.24761904761904763,0.9090909090909091,1260.5,280.0000000000002,2975.211757169563,0.21666666666666667
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,accepted,S,200,330,300,242,129,171,201,0.43,0.39090909090909093,0.4095238095238095,0.9090909090909091,1260.5,280.0000000000002,2975.211757169563,0.21666666666666667
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,strict,P,50,330,323,323,224,99,106,0.6934984520123839,0.6787878787878788,0.6860643185298622,0.9787878787878788,129.1021671826624,29.99999999999936,650.1478755344199,0.01238390092879257
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,strict,P,100,330,323,323,265,58,65,0.8204334365325078,0.803030303030303,0.8116385911179173,0.9787878787878788,129.1021671826624,29.99999999999936,650.1478755344199,0.01238390092879257
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,strict,P,200,330,323,323,296,27,34,0.9164086687306502,0.896969696969697,0.9065849923430321,0.9787878787878788,129.1021671826624,29.99999999999936,650.1478755344199,0.01238390092879257
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,strict,S,50,330,242,242,40,202,290,0.1652892561983471,0.12121212121212122,0.13986013986013987,0.7333333333333333,1236.074380165289,214.99999999999986,3110.36689659033,0.19008264462809918
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,strict,S,100,330,242,242,70,172,260,0.2892561983471074,0.21212121212121213,0.24475524475524477,0.7333333333333333,1236.074380165289,214.99999999999986,3110.36689659033,0.19008264462809918
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,strict,S,200,330,242,242,114,128,216,0.47107438016528924,0.34545454545454546,0.3986013986013986,0.7333333333333333,1236.074380165289,214.99999999999986,3110.36689659033,0.19008264462809918
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,unconstrained,P,50,330,326,323,224,102,106,0.6871165644171779,0.6787878787878788,0.6829268292682927,0.9878787878787879,130.64417177914098,29.99999999999936,648.4140633468804,0.012269938650306749
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,unconstrained,P,100,330,326,323,266,60,64,0.8159509202453987,0.806060606060606,0.8109756097560976,0.9878787878787879,130.64417177914098,29.99999999999936,648.4140633468804,0.012269938650306749
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,unconstrained,P,200,330,326,323,298,28,32,0.9141104294478528,0.9030303030303031,0.9085365853658537,0.9878787878787879,130.64417177914098,29.99999999999936,648.4140633468804,0.012269938650306749
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,unconstrained,S,50,330,305,247,46,259,284,0.15081967213114755,0.1393939393939394,0.14488188976377953,0.9242424242424242,1329.967213114754,289.99999999999915,3082.4696294356972,0.22295081967213115
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,unconstrained,S,100,330,305,247,78,227,252,0.25573770491803277,0.23636363636363636,0.24566929133858267,0.9242424242424242,1329.967213114754,289.99999999999915,3082.4696294356972,0.22295081967213115
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed43,unconstrained,S,200,330,305,247,129,176,201,0.42295081967213116,0.39090909090909093,0.4062992125984252,0.9242424242424242,1329.967213114754,289.99999999999915,3082.4696294356972,0.22295081967213115
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,accepted,P,50,330,325,322,234,91,96,0.72,0.7090909090909091,0.7145038167938931,0.9848484848484849,129.63076923076912,30.00000000000025,649.8811725704466,0.012307692307692308
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,accepted,P,100,330,325,322,267,58,63,0.8215384615384616,0.8090909090909091,0.815267175572519,0.9848484848484849,129.63076923076912,30.00000000000025,649.8811725704466,0.012307692307692308
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,accepted,P,200,330,325,322,298,27,32,0.916923076923077,0.9030303030303031,0.9099236641221374,0.9848484848484849,129.63076923076912,30.00000000000025,649.8811725704466,0.012307692307692308
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,accepted,S,50,330,292,220,37,255,293,0.1267123287671233,0.11212121212121212,0.1189710610932476,0.8848484848484849,1350.7876712328768,230.00000000000043,3169.012799483093,0.2226027397260274
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,accepted,S,100,330,292,220,78,214,252,0.2671232876712329,0.23636363636363636,0.2508038585209003,0.8848484848484849,1350.7876712328768,230.00000000000043,3169.012799483093,0.2226027397260274
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,accepted,S,200,330,292,220,128,164,202,0.4383561643835616,0.3878787878787879,0.4115755627009646,0.8848484848484849,1350.7876712328768,230.00000000000043,3169.012799483093,0.2226027397260274
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,strict,P,50,330,322,322,233,89,97,0.7236024844720497,0.706060606060606,0.7147239263803681,0.9757575757575757,128.35403726708066,30.00000000000025,651.8885607618636,0.012422360248447204
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,strict,P,100,330,322,322,266,56,64,0.8260869565217391,0.806060606060606,0.8159509202453987,0.9757575757575757,128.35403726708066,30.00000000000025,651.8885607618636,0.012422360248447204
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,strict,P,200,330,322,322,296,26,34,0.9192546583850931,0.896969696969697,0.9079754601226994,0.9757575757575757,128.35403726708066,30.00000000000025,651.8885607618636,0.012422360248447204
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,strict,S,50,330,220,220,32,188,298,0.14545454545454545,0.09696969696969697,0.11636363636363636,0.6666666666666666,1278.2272727272727,204.9999999999992,3320.9843146545904,0.19090909090909092
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,strict,S,100,330,220,220,68,152,262,0.3090909090909091,0.20606060606060606,0.24727272727272728,0.6666666666666666,1278.2272727272727,204.9999999999992,3320.9843146545904,0.19090909090909092
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,strict,S,200,330,220,220,110,110,220,0.5,0.3333333333333333,0.4,0.6666666666666666,1278.2272727272727,204.9999999999992,3320.9843146545904,0.19090909090909092
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,unconstrained,P,50,330,325,322,234,91,96,0.72,0.7090909090909091,0.7145038167938931,0.9848484848484849,129.63076923076912,30.00000000000025,649.8811725704466,0.012307692307692308
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,unconstrained,P,100,330,325,322,267,58,63,0.8215384615384616,0.8090909090909091,0.815267175572519,0.9848484848484849,129.63076923076912,30.00000000000025,649.8811725704466,0.012307692307692308
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,unconstrained,P,200,330,325,322,298,27,32,0.916923076923077,0.9030303030303031,0.9099236641221374,0.9848484848484849,129.63076923076912,30.00000000000025,649.8811725704466,0.012307692307692308
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,unconstrained,S,50,330,297,225,37,260,293,0.12457912457912458,0.11212121212121212,0.11802232854864433,0.9,1413.7710437710439,230.00000000000043,3257.580178526481,0.23232323232323232
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,unconstrained,S,100,330,297,225,79,218,251,0.265993265993266,0.23939393939393938,0.25199362041467305,0.9,1413.7710437710439,230.00000000000043,3257.580178526481,0.23232323232323232
strengthening/base_43/Zonly/Zonly/evaluation/full15ch_seed44,unconstrained,S,200,330,297,225,130,167,200,0.4377104377104377,0.3939393939393939,0.41467304625199364,0.9,1413.7710437710439,230.00000000000043,3257.580178526481,0.23232323232323232
strengthening/base_44/Full3C/Full3C/baselines/AIC,accepted,P,50,330,330,330,94,236,236,0.28484848484848485,0.28484848484848485,0.28484848484848485,1.0,953.3939393939394,344.9999999999998,1899.0375552799467,0.21818181818181817
strengthening/base_44/Full3C/Full3C/baselines/AIC,accepted,P,100,330,330,330,122,208,208,0.3696969696969697,0.3696969696969697,0.3696969696969697,1.0,953.3939393939394,344.9999999999998,1899.0375552799467,0.21818181818181817
strengthening/base_44/Full3C/Full3C/baselines/AIC,accepted,P,200,330,330,330,144,186,186,0.43636363636363634,0.43636363636363634,0.43636363636363634,1.0,953.3939393939394,344.9999999999998,1899.0375552799467,0.21818181818181817
strengthening/base_44/Full3C/Full3C/baselines/AIC,accepted,S,50,330,303,300,0,303,330,0.0,0.0,0.0,0.9181818181818182,5247.293729372937,4830.000000000001,5981.111771217955,0.9834983498349835
strengthening/base_44/Full3C/Full3C/baselines/AIC,accepted,S,100,330,303,300,0,303,330,0.0,0.0,0.0,0.9181818181818182,5247.293729372937,4830.000000000001,5981.111771217955,0.9834983498349835
strengthening/base_44/Full3C/Full3C/baselines/AIC,accepted,S,200,330,303,300,0,303,330,0.0,0.0,0.0,0.9181818181818182,5247.293729372937,4830.000000000001,5981.111771217955,0.9834983498349835
strengthening/base_44/Full3C/Full3C/baselines/AIC,strict,P,50,330,330,330,94,236,236,0.28484848484848485,0.28484848484848485,0.28484848484848485,1.0,953.3939393939394,344.9999999999998,1899.0375552799467,0.21818181818181817
strengthening/base_44/Full3C/Full3C/baselines/AIC,strict,P,100,330,330,330,122,208,208,0.3696969696969697,0.3696969696969697,0.3696969696969697,1.0,953.3939393939394,344.9999999999998,1899.0375552799467,0.21818181818181817
strengthening/base_44/Full3C/Full3C/baselines/AIC,strict,P,200,330,330,330,144,186,186,0.43636363636363634,0.43636363636363634,0.43636363636363634,1.0,953.3939393939394,344.9999999999998,1899.0375552799467,0.21818181818181817
strengthening/base_44/Full3C/Full3C/baselines/AIC,strict,S,50,330,300,300,0,300,330,0.0,0.0,0.0,0.9090909090909091,5250.133333333333,4850.000000000001,5989.533537764022,0.9833333333333333
strengthening/base_44/Full3C/Full3C/baselines/AIC,strict,S,100,330,300,300,0,300,330,0.0,0.0,0.0,0.9090909090909091,5250.133333333333,4850.000000000001,5989.533537764022,0.9833333333333333
strengthening/base_44/Full3C/Full3C/baselines/AIC,strict,S,200,330,300,300,0,300,330,0.0,0.0,0.0,0.9090909090909091,5250.133333333333,4850.000000000001,5989.533537764022,0.9833333333333333
strengthening/base_44/Full3C/Full3C/baselines/AIC,unconstrained,P,50,330,330,330,94,236,236,0.28484848484848485,0.28484848484848485,0.28484848484848485,1.0,953.3939393939394,344.9999999999998,1899.0375552799467,0.21818181818181817
strengthening/base_44/Full3C/Full3C/baselines/AIC,unconstrained,P,100,330,330,330,122,208,208,0.3696969696969697,0.3696969696969697,0.3696969696969697,1.0,953.3939393939394,344.9999999999998,1899.0375552799467,0.21818181818181817
strengthening/base_44/Full3C/Full3C/baselines/AIC,unconstrained,P,200,330,330,330,144,186,186,0.43636363636363634,0.43636363636363634,0.43636363636363634,1.0,953.3939393939394,344.9999999999998,1899.0375552799467,0.21818181818181817
strengthening/base_44/Full3C/Full3C/baselines/AIC,unconstrained,S,50,330,330,330,0,330,330,0.0,0.0,0.0,1.0,5293.121212121212,4930.0,6068.805259087432,0.9848484848484849
strengthening/base_44/Full3C/Full3C/baselines/AIC,unconstrained,S,100,330,330,330,0,330,330,0.0,0.0,0.0,1.0,5293.121212121212,4930.0,6068.805259087432,0.9848484848484849
strengthening/base_44/Full3C/Full3C/baselines/AIC,unconstrained,S,200,330,330,330,0,330,330,0.0,0.0,0.0,1.0,5293.121212121212,4930.0,6068.805259087432,0.9848484848484849
strengthening/base_44/Full3C/Full3C/baselines/CNN,accepted,P,50,330,323,308,230,93,100,0.7120743034055728,0.696969696969697,0.7044410413476263,0.9787878787878788,156.81114551083581,30.00000000000025,789.7534591983687,0.015479876160990712
strengthening/base_44/Full3C/Full3C/baselines/CNN,accepted,P,100,330,323,308,264,59,66,0.8173374613003096,0.8,0.8085758039816233,0.9787878787878788,156.81114551083581,30.00000000000025,789.7534591983687,0.015479876160990712
strengthening/base_44/Full3C/Full3C/baselines/CNN,accepted,P,200,330,323,308,288,35,42,0.891640866873065,0.8727272727272727,0.8820826952526799,0.9787878787878788,156.81114551083581,30.00000000000025,789.7534591983687,0.015479876160990712
strengthening/base_44/Full3C/Full3C/baselines/CNN,accepted,S,50,330,275,169,82,193,248,0.29818181818181816,0.24848484848484848,0.27107438016528923,0.8333333333333334,1085.9272727272728,200.00000000000108,2418.0363934399334,0.19636363636363635
strengthening/base_44/Full3C/Full3C/baselines/CNN,accepted,S,100,330,275,169,107,168,223,0.3890909090909091,0.3242424242424242,0.3537190082644628,0.8333333333333334,1085.9272727272728,200.00000000000108,2418.0363934399334,0.19636363636363635
strengthening/base_44/Full3C/Full3C/baselines/CNN,accepted,S,200,330,275,169,139,136,191,0.5054545454545455,0.4212121212121212,0.45950413223140496,0.8333333333333334,1085.9272727272728,200.00000000000108,2418.0363934399334,0.19636363636363635
strengthening/base_44/Full3C/Full3C/baselines/CNN,strict,P,50,330,308,308,226,82,104,0.7337662337662337,0.6848484848484848,0.7084639498432602,0.9333333333333333,130.12987012987,29.99999999999936,665.3433836612627,0.012987012987012988
strengthening/base_44/Full3C/Full3C/baselines/CNN,strict,P,100,330,308,308,259,49,71,0.8409090909090909,0.7848484848484848,0.8119122257053292,0.9333333333333333,130.12987012987,29.99999999999936,665.3433836612627,0.012987012987012988
strengthening/base_44/Full3C/Full3C/baselines/CNN,strict,P,200,330,308,308,278,30,52,0.9025974025974026,0.8424242424242424,0.8714733542319749,0.9333333333333333,130.12987012987,29.99999999999936,665.3433836612627,0.012987012987012988
strengthening/base_44/Full3C/Full3C/baselines/CNN,strict,S,50,330,169,169,68,101,262,0.40236686390532544,0.20606060606060606,0.2725450901803607,0.5121212121212121,697.810650887574,89.99999999999986,2038.9295544011939,0.09467455621301775
strengthening/base_44/Full3C/Full3C/baselines/CNN,strict,S,100,330,169,169,88,81,242,0.5207100591715976,0.26666666666666666,0.3527054108216433,0.5121212121212121,697.810650887574,89.99999999999986,2038.9295544011939,0.09467455621301775
strengthening/base_44/Full3C/Full3C/baselines/CNN,strict,S,200,330,169,169,109,60,221,0.6449704142011834,0.3303030303030303,0.43687374749499,0.5121212121212121,697.810650887574,89.99999999999986,2038.9295544011939,0.09467455621301775
strengthening/base_44/Full3C/Full3C/baselines/CNN,unconstrained,P,50,330,323,308,230,93,100,0.7120743034055728,0.696969696969697,0.7044410413476263,0.9787878787878788,156.81114551083581,30.00000000000025,789.7534591983687,0.015479876160990712
strengthening/base_44/Full3C/Full3C/baselines/CNN,unconstrained,P,100,330,323,308,264,59,66,0.8173374613003096,0.8,0.8085758039816233,0.9787878787878788,156.81114551083581,30.00000000000025,789.7534591983687,0.015479876160990712
strengthening/base_44/Full3C/Full3C/baselines/CNN,unconstrained,P,200,330,323,308,288,35,42,0.891640866873065,0.8727272727272727,0.8820826952526799,0.9787878787878788,156.81114551083581,30.00000000000025,789.7534591983687,0.015479876160990712
strengthening/base_44/Full3C/Full3C/baselines/CNN,unconstrained,S,50,330,281,173,83,198,247,0.29537366548042704,0.2515151515151515,0.27168576104746317,0.8515151515151516,1112.4199288256227,200.00000000000108,2480.8538737822705,0.199288256227758
strengthening/base_44/Full3C/Full3C/baselines/CNN,unconstrained,S,100,330,281,173,108,173,222,0.38434163701067614,0.32727272727272727,0.353518821603928,0.8515151515151516,1112.4199288256227,200.00000000000108,2480.8538737822705,0.199288256227758
strengthening/base_44/Full3C/Full3C/baselines/CNN,unconstrained,S,200,330,281,173,141,140,189,0.501779359430605,0.42727272727272725,0.46153846153846156,0.8515151515151516,1112.4199288256227,200.00000000000108,2480.8538737822705,0.199288256227758
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,accepted,P,50,330,330,316,222,108,108,0.6727272727272727,0.6727272727272727,0.6727272727272727,1.0,378.1515151515151,30.00000000000025,2621.634523681281,0.02727272727272727
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,accepted,P,100,330,330,316,257,73,73,0.7787878787878788,0.7787878787878788,0.7787878787878788,1.0,378.1515151515151,30.00000000000025,2621.634523681281,0.02727272727272727
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,accepted,P,200,330,330,316,283,47,47,0.8575757575757575,0.8575757575757575,0.8575757575757575,1.0,378.1515151515151,30.00000000000025,2621.634523681281,0.02727272727272727
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,accepted,S,50,330,324,153,40,284,290,0.12345679012345678,0.12121212121212122,0.12232415902140673,0.9818181818181818,3975.7716049382716,3985.0,5087.028074389764,0.7685185185185185
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,accepted,S,100,330,324,153,50,274,280,0.15432098765432098,0.15151515151515152,0.1529051987767584,0.9818181818181818,3975.7716049382716,3985.0,5087.028074389764,0.7685185185185185
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,accepted,S,200,330,324,153,55,269,275,0.1697530864197531,0.16666666666666666,0.16819571865443425,0.9818181818181818,3975.7716049382716,3985.0,5087.028074389764,0.7685185185185185
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,strict,P,50,330,316,316,221,95,109,0.6993670886075949,0.6696969696969697,0.6842105263157895,0.9575757575757575,135.25316455696193,29.99999999999936,657.6203745034253,0.012658227848101266
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,strict,P,100,330,316,316,256,60,74,0.810126582278481,0.7757575757575758,0.7925696594427245,0.9575757575757575,135.25316455696193,29.99999999999936,657.6203745034253,0.012658227848101266
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,strict,P,200,330,316,316,279,37,51,0.8829113924050633,0.8454545454545455,0.8637770897832817,0.9575757575757575,135.25316455696193,29.99999999999936,657.6203745034253,0.012658227848101266
strengthening/base_44/Full3C/Full3C/baselines/mean_ensemble,strict,S,50,330,153,153,33,120,297,0.21568627450980393,0.1,0.13664596273291926,0.4636363636363636,3839.4117647058824,3780.000000000001,5086.940411003263,0.6993464052287581
