evaluation,policy,Phase,Tolerance_ms,N,N_accepted,N_strict_detected,TP,FP,FN,Precision,Recall,F1,AcceptedCoverage,MAE_ms,MedAE_ms,RMSE_ms,OutlierRate1s
strengthening/base_43/Full3C/Full3C/baselines/TCN,unconstrained,S,50,330,277,202,107,170,223,0.3862815884476534,0.3242424242424242,0.3525535420098847,0.8393939393939394,546.5342960288808,80.00000000000007,1678.0368235612223,0.08664259927797834
strengthening/base_43/Full3C/Full3C/baselines/TCN,unconstrained,S,100,330,277,202,154,123,176,0.555956678700361,0.4666666666666667,0.5074135090609555,0.8393939393939394,546.5342960288808,80.00000000000007,1678.0368235612223,0.08664259927797834
strengthening/base_43/Full3C/Full3C/baselines/TCN,unconstrained,S,200,330,277,202,203,74,127,0.7328519855595668,0.6151515151515151,0.6688632619439868,0.8393939393939394,546.5342960288808,80.00000000000007,1678.0368235612223,0.08664259927797834
strengthening/base_43/Full3C/Full3C/baselines/weighted_ensemble,accepted,P,50,330,330,313,219,111,111,0.6636363636363637,0.6636363636363637,0.6636363636363637,1.0,424.24242424242414,30.00000000000025,2843.259546451018,0.024242424242424242
strengthening/base_43/Full3C/Full3C/baselines/weighted_ensemble,accepted,P,100,330,330,313,265,65,65,0.803030303030303,0.803030303030303,0.803030303030303,1.0,424.24242424242414,30.00000000000025,2843.259546451018,0.024242424242424242
strengthening/base_43/Full3C/Full3C/baselines/weighted_ensemble,accepted,P,200,330,330,313,289,41,41,0.8757575757575757,0.8757575757575757,0.8757575757575757,1.0,424.24242424242414,30.00000000000025,2843.259546451018,0.024242424242424242
strengthening/base_43/Full3C/Full3C/baselines/weighted_ensemble,accepted,S,50,330,251,143,103,148,227,0.4103585657370518,0.31212121212121213,0.35456110154905335,0.7606060606060606,533.9840637450199,80.00000000000007,2160.86055234789,0.07569721115537849
strengthening/base_43/Full3C/Full3C/baselines/weighted_ensemble,accepted,S,100,330,251,143,140,111,190,0.5577689243027888,0.42424242424242425,0.4819277108433735,0.7606060606060606,533.9840637450199,80.00000000000007,2160.86055234789,0.07569721115537849
strengthening/base_43/Full3C/Full3C/baselines/weighted_ensemble,accepted,S,200,330,251,143,180,71,150,0.7171314741035857,0.5454545454545454,0.6196213425129088,0.7606060606060606,533.9840637450199,80.00000000000007,2160.86055234789,0.07569721115537849
strengthening/base_43/Full3C/Full3C/baselines/weighted_ensemble,strict,P,50,330,313,313,219,94,111,0.6996805111821086,0.6636363636363637,0.6811819595645412,0.9484848484848485,129.00958466453665,29.99999999999936,659.2725199726243,0.012779552715654952
