peak_threshold,quality_threshold,max_SP_seconds,Policy,Phase,Tolerance_ms,Method,BaseSeed,MetaSeed,Delta
0.2,4,40,strict,P,100,Stack,42,42,0.04031648066080418
0.2,4,40,strict,P,100,Stack,42,43,0.02143950995405819
0.2,4,40,strict,P,100,Stack,42,44,0.015118820564937074
0.2,4,40,strict,P,100,Stack,43,42,0.027625027263066593
0.2,4,40,strict,P,100,Stack,43,43,0.0188957600271209
0.2,4,40,strict,P,100,Stack,43,44,0.014001117110407746
0.2,4,40,strict,P,100,Stack,44,42,0.004860284333636833
0.2,4,40,strict,P,100,Stack,44,43,0.0032589106460860773
0.2,4,40,strict,P,100,Stack,44,44,-0.005532285566016704
0.2,4,40,strict,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.2,4,40,strict,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.2,4,40,strict,P,100,PhaseNetMatched,44,,0.003034901365705611
0.2,4,40,strict,S,100,Stack,42,42,0.2749599468563167
0.2,4,40,strict,S,100,Stack,42,43,0.25608017929540927
0.2,4,40,strict,S,100,Stack,42,44,0.26260442312143595
0.2,4,40,strict,S,100,Stack,43,42,0.31851550155555336
0.2,4,40,strict,S,100,Stack,43,43,0.32131239427879366
0.2,4,40,strict,S,100,Stack,43,44,0.31547400611620796
0.2,4,40,strict,S,100,Stack,44,42,0.2559765068615307
0.2,4,40,strict,S,100,Stack,44,43,0.2957661340270035
0.2,4,40,strict,S,100,Stack,44,44,0.2692053751747709
0.2,4,40,strict,S,100,PhaseNetMatched,42,,0.28572676691037846
0.2,4,40,strict,S,100,PhaseNetMatched,43,,0.30229007633587784
0.2,4,40,strict,S,100,PhaseNetMatched,44,,0.27442203186884034
0.3,2,20,accepted,P,100,Stack,42,42,0.0377510374595772
0.3,2,20,accepted,P,100,Stack,42,43,0.015821958678302384
0.3,2,20,accepted,P,100,Stack,42,44,0.01758022132573367
0.3,2,20,accepted,P,100,Stack,43,42,0.021986993219869855
0.3,2,20,accepted,P,100,Stack,43,43,0.019558741388940537
0.3,2,20,accepted,P,100,Stack,43,44,0.012738912707541794
0.3,2,20,accepted,P,100,Stack,44,42,0.0018004974570293708
0.3,2,20,accepted,P,100,Stack,44,43,0.003229803288273936
0.3,2,20,accepted,P,100,Stack,44,44,-0.009796596097965904
0.3,2,20,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.3,2,20,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.3,2,20,accepted,P,100,PhaseNetMatched,44,,0.004520163700740376
0.3,2,20,accepted,S,100,Stack,42,42,0.2761449564845199
0.3,2,20,accepted,S,100,Stack,42,43,0.25564185011130347
0.3,2,20,accepted,S,100,Stack,42,44,0.2593673187985851
0.3,2,20,accepted,S,100,Stack,43,42,0.31144299836427
0.3,2,20,accepted,S,100,Stack,43,43,0.3181301878549585
0.3,2,20,accepted,S,100,Stack,43,44,0.31931809269861183
0.3,2,20,accepted,S,100,Stack,44,42,0.25815548780487807
0.3,2,20,accepted,S,100,Stack,44,43,0.29975403906438386
0.3,2,20,accepted,S,100,Stack,44,44,0.27200546602582226
0.3,2,20,accepted,S,100,PhaseNetMatched,42,,0.2848484848484848
0.3,2,20,accepted,S,100,PhaseNetMatched,43,,0.3002126250479278
0.3,2,20,accepted,S,100,PhaseNetMatched,44,,0.2735733664413483
0.3,2,20,strict,P,100,Stack,42,42,0.03914932497948831
0.3,2,20,strict,P,100,Stack,42,43,0.023300632344764538
0.3,2,20,strict,P,100,Stack,42,44,0.025065195774938487
0.3,2,20,strict,P,100,Stack,43,42,0.027757483796036153
0.3,2,20,strict,P,100,Stack,43,43,0.01964975244036493
0.3,2,20,strict,P,100,Stack,43,44,0.014064393690282784
0.3,2,20,strict,P,100,Stack,44,42,0.004165719912141208
0.3,2,20,strict,P,100,Stack,44,43,-0.0005253184743250205
0.3,2,20,strict,P,100,Stack,44,44,-0.0037652788835292883
0.3,2,20,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.3,2,20,strict,P,100,PhaseNetMatched,43,,0.004635395046354018
0.3,2,20,strict,P,100,PhaseNetMatched,44,,0.0015451245554883863
0.3,2,20,strict,S,100,Stack,42,42,0.29114987080103355
0.3,2,20,strict,S,100,Stack,42,43,0.29424818840579714
0.3,2,20,strict,S,100,Stack,42,44,0.2785443234836703
0.3,2,20,strict,S,100,Stack,43,42,0.3242956392720026
0.3,2,20,strict,S,100,Stack,43,43,0.3244271451818621
0.3,2,20,strict,S,100,Stack,43,44,0.32280765683182067
0.3,2,20,strict,S,100,Stack,44,42,0.27277821834522864
0.3,2,20,strict,S,100,Stack,44,43,0.3065285539048657
0.3,2,20,strict,S,100,Stack,44,44,0.27983702410244193
0.3,2,20,strict,S,100,PhaseNetMatched,42,,0.2852475397074372
0.3,2,20,strict,S,100,PhaseNetMatched,43,,0.30175992460831663
0.3,2,20,strict,S,100,PhaseNetMatched,44,,0.27046505556798695
0.3,2,30,accepted,P,100,Stack,42,42,0.0377510374595772
0.3,2,30,accepted,P,100,Stack,42,43,0.015821958678302384
0.3,2,30,accepted,P,100,Stack,42,44,0.01758022132573367
0.3,2,30,accepted,P,100,Stack,43,42,0.021986993219869855
0.3,2,30,accepted,P,100,Stack,43,43,0.019558741388940537
0.3,2,30,accepted,P,100,Stack,43,44,0.012738912707541794
0.3,2,30,accepted,P,100,Stack,44,42,0.0018004974570293708
0.3,2,30,accepted,P,100,Stack,44,43,0.003229803288273936
0.3,2,30,accepted,P,100,Stack,44,44,-0.009796596097965904
0.3,2,30,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.3,2,30,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.3,2,30,accepted,P,100,PhaseNetMatched,44,,0.004520163700740376
0.3,2,30,accepted,S,100,Stack,42,42,0.2761449564845199
0.3,2,30,accepted,S,100,Stack,42,43,0.25564185011130347
0.3,2,30,accepted,S,100,Stack,42,44,0.2593673187985851
0.3,2,30,accepted,S,100,Stack,43,42,0.31144299836427
0.3,2,30,accepted,S,100,Stack,43,43,0.3181301878549585
0.3,2,30,accepted,S,100,Stack,43,44,0.31931809269861183
0.3,2,30,accepted,S,100,Stack,44,42,0.25815548780487807
0.3,2,30,accepted,S,100,Stack,44,43,0.29581690093369734
0.3,2,30,accepted,S,100,Stack,44,44,0.271190906353508
0.3,2,30,accepted,S,100,PhaseNetMatched,42,,0.2848484848484848
0.3,2,30,accepted,S,100,PhaseNetMatched,43,,0.3002126250479278
0.3,2,30,accepted,S,100,PhaseNetMatched,44,,0.2735733664413483
0.3,2,30,strict,P,100,Stack,42,42,0.03914932497948831
0.3,2,30,strict,P,100,Stack,42,43,0.023300632344764538
0.3,2,30,strict,P,100,Stack,42,44,0.025065195774938487
0.3,2,30,strict,P,100,Stack,43,42,0.027757483796036153
0.3,2,30,strict,P,100,Stack,43,43,0.01964975244036493
0.3,2,30,strict,P,100,Stack,43,44,0.014064393690282784
0.3,2,30,strict,P,100,Stack,44,42,0.004165719912141208
0.3,2,30,strict,P,100,Stack,44,43,-0.0005253184743250205
0.3,2,30,strict,P,100,Stack,44,44,-0.0037652788835292883
0.3,2,30,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.3,2,30,strict,P,100,PhaseNetMatched,43,,0.004635395046354018
0.3,2,30,strict,P,100,PhaseNetMatched,44,,0.0015451245554883863
0.3,2,30,strict,S,100,Stack,42,42,0.29160721722891725
0.3,2,30,strict,S,100,Stack,42,43,0.29424818840579714
0.3,2,30,strict,S,100,Stack,42,44,0.2785443234836703
0.3,2,30,strict,S,100,Stack,43,42,0.32471397179855177
0.3,2,30,strict,S,100,Stack,43,43,0.32353360924789487
0.3,2,30,strict,S,100,Stack,43,44,0.3228207306711979
0.3,2,30,strict,S,100,Stack,44,42,0.27277821834522864
0.3,2,30,strict,S,100,Stack,44,43,0.3065285539048657
0.3,2,30,strict,S,100,Stack,44,44,0.27983702410244193
0.3,2,30,strict,S,100,PhaseNetMatched,42,,0.2852475397074372
0.3,2,30,strict,S,100,PhaseNetMatched,43,,0.30175992460831663
0.3,2,30,strict,S,100,PhaseNetMatched,44,,0.27046505556798695
0.3,2,40,accepted,P,100,Stack,42,42,0.0377510374595772
0.3,2,40,accepted,P,100,Stack,42,43,0.015821958678302384
0.3,2,40,accepted,P,100,Stack,42,44,0.01758022132573367
0.3,2,40,accepted,P,100,Stack,43,42,0.021986993219869855
0.3,2,40,accepted,P,100,Stack,43,43,0.019558741388940537
0.3,2,40,accepted,P,100,Stack,43,44,0.012738912707541794
0.3,2,40,accepted,P,100,Stack,44,42,0.0018004974570293708
0.3,2,40,accepted,P,100,Stack,44,43,0.003229803288273936
0.3,2,40,accepted,P,100,Stack,44,44,-0.009796596097965904
0.3,2,40,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.3,2,40,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.3,2,40,accepted,P,100,PhaseNetMatched,44,,0.004520163700740376
0.3,2,40,accepted,S,100,Stack,42,42,0.2761449564845199
0.3,2,40,accepted,S,100,Stack,42,43,0.25564185011130347
0.3,2,40,accepted,S,100,Stack,42,44,0.2593673187985851
0.3,2,40,accepted,S,100,Stack,43,42,0.31144299836427
0.3,2,40,accepted,S,100,Stack,43,43,0.3181301878549585
0.3,2,40,accepted,S,100,Stack,43,44,0.31931809269861183
0.3,2,40,accepted,S,100,Stack,44,42,0.25815548780487807
0.3,2,40,accepted,S,100,Stack,44,43,0.29581690093369734
0.3,2,40,accepted,S,100,Stack,44,44,0.271190906353508
0.3,2,40,accepted,S,100,PhaseNetMatched,42,,0.2848484848484848
0.3,2,40,accepted,S,100,PhaseNetMatched,43,,0.3002126250479278
0.3,2,40,accepted,S,100,PhaseNetMatched,44,,0.2735733664413483
0.3,2,40,strict,P,100,Stack,42,42,0.03914932497948831
0.3,2,40,strict,P,100,Stack,42,43,0.023300632344764538
0.3,2,40,strict,P,100,Stack,42,44,0.025065195774938487
0.3,2,40,strict,P,100,Stack,43,42,0.027757483796036153
0.3,2,40,strict,P,100,Stack,43,43,0.01964975244036493
0.3,2,40,strict,P,100,Stack,43,44,0.014064393690282784
0.3,2,40,strict,P,100,Stack,44,42,0.004165719912141208
0.3,2,40,strict,P,100,Stack,44,43,-0.0005253184743250205
0.3,2,40,strict,P,100,Stack,44,44,-0.0037652788835292883
0.3,2,40,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.3,2,40,strict,P,100,PhaseNetMatched,43,,0.004635395046354018
0.3,2,40,strict,P,100,PhaseNetMatched,44,,0.0015451245554883863
0.3,2,40,strict,S,100,Stack,42,42,0.29160721722891725
0.3,2,40,strict,S,100,Stack,42,43,0.29424818840579714
0.3,2,40,strict,S,100,Stack,42,44,0.2785443234836703
0.3,2,40,strict,S,100,Stack,43,42,0.32471397179855177
0.3,2,40,strict,S,100,Stack,43,43,0.32353360924789487
0.3,2,40,strict,S,100,Stack,43,44,0.3228207306711979
0.3,2,40,strict,S,100,Stack,44,42,0.27277821834522864
0.3,2,40,strict,S,100,Stack,44,43,0.3065285539048657
0.3,2,40,strict,S,100,Stack,44,44,0.27983702410244193
0.3,2,40,strict,S,100,PhaseNetMatched,42,,0.2852475397074372
0.3,2,40,strict,S,100,PhaseNetMatched,43,,0.30175992460831663
0.3,2,40,strict,S,100,PhaseNetMatched,44,,0.27046505556798695
0.3,3,20,accepted,P,100,Stack,42,42,0.0377510374595772
0.3,3,20,accepted,P,100,Stack,42,43,0.015821958678302384
0.3,3,20,accepted,P,100,Stack,42,44,0.01758022132573367
0.3,3,20,accepted,P,100,Stack,43,42,0.021986993219869855
0.3,3,20,accepted,P,100,Stack,43,43,0.019558741388940537
0.3,3,20,accepted,P,100,Stack,43,44,0.012738912707541794
0.3,3,20,accepted,P,100,Stack,44,42,0.0018004974570293708
0.3,3,20,accepted,P,100,Stack,44,43,0.003229803288273936
0.3,3,20,accepted,P,100,Stack,44,44,-0.009796596097965904
0.3,3,20,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.3,3,20,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.3,3,20,accepted,P,100,PhaseNetMatched,44,,0.004520163700740376
0.3,3,20,accepted,S,100,Stack,42,42,0.2761449564845199
0.3,3,20,accepted,S,100,Stack,42,43,0.25564185011130347
0.3,3,20,accepted,S,100,Stack,42,44,0.2593673187985851
0.3,3,20,accepted,S,100,Stack,43,42,0.31144299836427
0.3,3,20,accepted,S,100,Stack,43,43,0.3181301878549585
0.3,3,20,accepted,S,100,Stack,43,44,0.31931809269861183
0.3,3,20,accepted,S,100,Stack,44,42,0.25815548780487807
0.3,3,20,accepted,S,100,Stack,44,43,0.29975403906438386
0.3,3,20,accepted,S,100,Stack,44,44,0.27200546602582226
0.3,3,20,accepted,S,100,PhaseNetMatched,42,,0.2848484848484848
0.3,3,20,accepted,S,100,PhaseNetMatched,43,,0.3002126250479278
0.3,3,20,accepted,S,100,PhaseNetMatched,44,,0.2735733664413483
0.3,3,20,strict,P,100,Stack,42,42,0.03914932497948831
0.3,3,20,strict,P,100,Stack,42,43,0.023300632344764538
0.3,3,20,strict,P,100,Stack,42,44,0.025065195774938487
0.3,3,20,strict,P,100,Stack,43,42,0.027757483796036153
0.3,3,20,strict,P,100,Stack,43,43,0.01964975244036493
0.3,3,20,strict,P,100,Stack,43,44,0.014064393690282784
0.3,3,20,strict,P,100,Stack,44,42,0.004165719912141208
0.3,3,20,strict,P,100,Stack,44,43,-0.0005253184743250205
0.3,3,20,strict,P,100,Stack,44,44,-0.0037652788835292883
0.3,3,20,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.3,3,20,strict,P,100,PhaseNetMatched,43,,0.004635395046354018
0.3,3,20,strict,P,100,PhaseNetMatched,44,,0.0015451245554883863
0.3,3,20,strict,S,100,Stack,42,42,0.29114987080103355
0.3,3,20,strict,S,100,Stack,42,43,0.29424818840579714
0.3,3,20,strict,S,100,Stack,42,44,0.2785443234836703
0.3,3,20,strict,S,100,Stack,43,42,0.3242956392720026
0.3,3,20,strict,S,100,Stack,43,43,0.3244271451818621
0.3,3,20,strict,S,100,Stack,43,44,0.32280765683182067
0.3,3,20,strict,S,100,Stack,44,42,0.27277821834522864
0.3,3,20,strict,S,100,Stack,44,43,0.3065285539048657
0.3,3,20,strict,S,100,Stack,44,44,0.27983702410244193
0.3,3,20,strict,S,100,PhaseNetMatched,42,,0.2852475397074372
0.3,3,20,strict,S,100,PhaseNetMatched,43,,0.30175992460831663
0.3,3,20,strict,S,100,PhaseNetMatched,44,,0.27046505556798695
0.3,3,30,accepted,P,100,Stack,42,42,0.0377510374595772
0.3,3,30,accepted,P,100,Stack,42,43,0.015821958678302384
0.3,3,30,accepted,P,100,Stack,42,44,0.01758022132573367
0.3,3,30,accepted,P,100,Stack,43,42,0.021986993219869855
0.3,3,30,accepted,P,100,Stack,43,43,0.019558741388940537
0.3,3,30,accepted,P,100,Stack,43,44,0.012738912707541794
0.3,3,30,accepted,P,100,Stack,44,42,0.0018004974570293708
0.3,3,30,accepted,P,100,Stack,44,43,0.003229803288273936
0.3,3,30,accepted,P,100,Stack,44,44,-0.009796596097965904
0.3,3,30,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.3,3,30,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.3,3,30,accepted,P,100,PhaseNetMatched,44,,0.004520163700740376
0.3,3,30,accepted,S,100,Stack,42,42,0.2761449564845199
0.3,3,30,accepted,S,100,Stack,42,43,0.25564185011130347
0.3,3,30,accepted,S,100,Stack,42,44,0.2593673187985851
0.3,3,30,accepted,S,100,Stack,43,42,0.31144299836427
0.3,3,30,accepted,S,100,Stack,43,43,0.3181301878549585
0.3,3,30,accepted,S,100,Stack,43,44,0.31931809269861183
0.3,3,30,accepted,S,100,Stack,44,42,0.25815548780487807
0.3,3,30,accepted,S,100,Stack,44,43,0.29581690093369734
0.3,3,30,accepted,S,100,Stack,44,44,0.271190906353508
0.3,3,30,accepted,S,100,PhaseNetMatched,42,,0.2848484848484848
0.3,3,30,accepted,S,100,PhaseNetMatched,43,,0.3002126250479278
0.3,3,30,accepted,S,100,PhaseNetMatched,44,,0.2735733664413483
0.3,3,30,strict,P,100,Stack,42,42,0.03914932497948831
0.3,3,30,strict,P,100,Stack,42,43,0.023300632344764538
0.3,3,30,strict,P,100,Stack,42,44,0.025065195774938487
0.3,3,30,strict,P,100,Stack,43,42,0.027757483796036153
0.3,3,30,strict,P,100,Stack,43,43,0.01964975244036493
0.3,3,30,strict,P,100,Stack,43,44,0.014064393690282784
0.3,3,30,strict,P,100,Stack,44,42,0.004165719912141208
0.3,3,30,strict,P,100,Stack,44,43,-0.0005253184743250205
0.3,3,30,strict,P,100,Stack,44,44,-0.0037652788835292883
0.3,3,30,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.3,3,30,strict,P,100,PhaseNetMatched,43,,0.004635395046354018
0.3,3,30,strict,P,100,PhaseNetMatched,44,,0.0015451245554883863
0.3,3,30,strict,S,100,Stack,42,42,0.29160721722891725
0.3,3,30,strict,S,100,Stack,42,43,0.29424818840579714
0.3,3,30,strict,S,100,Stack,42,44,0.2785443234836703
0.3,3,30,strict,S,100,Stack,43,42,0.32471397179855177
0.3,3,30,strict,S,100,Stack,43,43,0.32353360924789487
0.3,3,30,strict,S,100,Stack,43,44,0.3228207306711979
0.3,3,30,strict,S,100,Stack,44,42,0.27277821834522864
0.3,3,30,strict,S,100,Stack,44,43,0.3065285539048657
0.3,3,30,strict,S,100,Stack,44,44,0.27983702410244193
0.3,3,30,strict,S,100,PhaseNetMatched,42,,0.2852475397074372
0.3,3,30,strict,S,100,PhaseNetMatched,43,,0.30175992460831663
0.3,3,30,strict,S,100,PhaseNetMatched,44,,0.27046505556798695
0.3,3,40,accepted,P,100,Stack,42,42,0.0377510374595772
0.3,3,40,accepted,P,100,Stack,42,43,0.015821958678302384
0.3,3,40,accepted,P,100,Stack,42,44,0.01758022132573367
0.3,3,40,accepted,P,100,Stack,43,42,0.021986993219869855
0.3,3,40,accepted,P,100,Stack,43,43,0.019558741388940537
0.3,3,40,accepted,P,100,Stack,43,44,0.012738912707541794
0.3,3,40,accepted,P,100,Stack,44,42,0.0018004974570293708
0.3,3,40,accepted,P,100,Stack,44,43,0.003229803288273936
0.3,3,40,accepted,P,100,Stack,44,44,-0.009796596097965904
0.3,3,40,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.3,3,40,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.3,3,40,accepted,P,100,PhaseNetMatched,44,,0.004520163700740376
0.3,3,40,accepted,S,100,Stack,42,42,0.2761449564845199
0.3,3,40,accepted,S,100,Stack,42,43,0.25564185011130347
0.3,3,40,accepted,S,100,Stack,42,44,0.2593673187985851
0.3,3,40,accepted,S,100,Stack,43,42,0.31144299836427
0.3,3,40,accepted,S,100,Stack,43,43,0.3181301878549585
0.3,3,40,accepted,S,100,Stack,43,44,0.31931809269861183
0.3,3,40,accepted,S,100,Stack,44,42,0.25815548780487807
0.3,3,40,accepted,S,100,Stack,44,43,0.29581690093369734
0.3,3,40,accepted,S,100,Stack,44,44,0.271190906353508
0.3,3,40,accepted,S,100,PhaseNetMatched,42,,0.2848484848484848
0.3,3,40,accepted,S,100,PhaseNetMatched,43,,0.3002126250479278
0.3,3,40,accepted,S,100,PhaseNetMatched,44,,0.2735733664413483
0.3,3,40,strict,P,100,Stack,42,42,0.03914932497948831
0.3,3,40,strict,P,100,Stack,42,43,0.023300632344764538
0.3,3,40,strict,P,100,Stack,42,44,0.025065195774938487
0.3,3,40,strict,P,100,Stack,43,42,0.027757483796036153
0.3,3,40,strict,P,100,Stack,43,43,0.01964975244036493
0.3,3,40,strict,P,100,Stack,43,44,0.014064393690282784
0.3,3,40,strict,P,100,Stack,44,42,0.004165719912141208
0.3,3,40,strict,P,100,Stack,44,43,-0.0005253184743250205
0.3,3,40,strict,P,100,Stack,44,44,-0.0037652788835292883
0.3,3,40,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.3,3,40,strict,P,100,PhaseNetMatched,43,,0.004635395046354018
0.3,3,40,strict,P,100,PhaseNetMatched,44,,0.0015451245554883863
0.3,3,40,strict,S,100,Stack,42,42,0.29160721722891725
0.3,3,40,strict,S,100,Stack,42,43,0.29424818840579714
0.3,3,40,strict,S,100,Stack,42,44,0.2785443234836703
0.3,3,40,strict,S,100,Stack,43,42,0.32471397179855177
0.3,3,40,strict,S,100,Stack,43,43,0.32353360924789487
0.3,3,40,strict,S,100,Stack,43,44,0.3228207306711979
0.3,3,40,strict,S,100,Stack,44,42,0.27277821834522864
0.3,3,40,strict,S,100,Stack,44,43,0.3065285539048657
0.3,3,40,strict,S,100,Stack,44,44,0.27983702410244193
0.3,3,40,strict,S,100,PhaseNetMatched,42,,0.2852475397074372
0.3,3,40,strict,S,100,PhaseNetMatched,43,,0.30175992460831663
0.3,3,40,strict,S,100,PhaseNetMatched,44,,0.27046505556798695
0.3,4,20,accepted,P,100,Stack,42,42,0.0377510374595772
0.3,4,20,accepted,P,100,Stack,42,43,0.015821958678302384
0.3,4,20,accepted,P,100,Stack,42,44,0.01758022132573367
0.3,4,20,accepted,P,100,Stack,43,42,0.021986993219869855
0.3,4,20,accepted,P,100,Stack,43,43,0.019558741388940537
0.3,4,20,accepted,P,100,Stack,43,44,0.012738912707541794
0.3,4,20,accepted,P,100,Stack,44,42,0.0018004974570293708
0.3,4,20,accepted,P,100,Stack,44,43,0.003229803288273936
0.3,4,20,accepted,P,100,Stack,44,44,-0.009796596097965904
0.3,4,20,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.3,4,20,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.3,4,20,accepted,P,100,PhaseNetMatched,44,,0.004520163700740376
0.3,4,20,accepted,S,100,Stack,42,42,0.2761449564845199
0.3,4,20,accepted,S,100,Stack,42,43,0.25564185011130347
0.3,4,20,accepted,S,100,Stack,42,44,0.2593673187985851
0.3,4,20,accepted,S,100,Stack,43,42,0.31144299836427
0.3,4,20,accepted,S,100,Stack,43,43,0.3181301878549585
0.3,4,20,accepted,S,100,Stack,43,44,0.31931809269861183
0.3,4,20,accepted,S,100,Stack,44,42,0.25815548780487807
0.3,4,20,accepted,S,100,Stack,44,43,0.29975403906438386
0.3,4,20,accepted,S,100,Stack,44,44,0.27200546602582226
0.3,4,20,accepted,S,100,PhaseNetMatched,42,,0.2848484848484848
0.3,4,20,accepted,S,100,PhaseNetMatched,43,,0.3002126250479278
0.3,4,20,accepted,S,100,PhaseNetMatched,44,,0.2735733664413483
0.3,4,20,strict,P,100,Stack,42,42,0.03914932497948831
0.3,4,20,strict,P,100,Stack,42,43,0.023300632344764538
0.3,4,20,strict,P,100,Stack,42,44,0.025065195774938487
0.3,4,20,strict,P,100,Stack,43,42,0.027757483796036153
0.3,4,20,strict,P,100,Stack,43,43,0.01964975244036493
0.3,4,20,strict,P,100,Stack,43,44,0.014064393690282784
0.3,4,20,strict,P,100,Stack,44,42,0.004165719912141208
0.3,4,20,strict,P,100,Stack,44,43,-0.0005253184743250205
0.3,4,20,strict,P,100,Stack,44,44,-0.0037652788835292883
0.3,4,20,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.3,4,20,strict,P,100,PhaseNetMatched,43,,0.004635395046354018
0.3,4,20,strict,P,100,PhaseNetMatched,44,,0.0015451245554883863
0.3,4,20,strict,S,100,Stack,42,42,0.29114987080103355
0.3,4,20,strict,S,100,Stack,42,43,0.29424818840579714
0.3,4,20,strict,S,100,Stack,42,44,0.2785443234836703
0.3,4,20,strict,S,100,Stack,43,42,0.32303191127440967
0.3,4,20,strict,S,100,Stack,43,43,0.3244271451818621
0.3,4,20,strict,S,100,Stack,43,44,0.32280765683182067
0.3,4,20,strict,S,100,Stack,44,42,0.27277821834522864
0.3,4,20,strict,S,100,Stack,44,43,0.3065285539048657
0.3,4,20,strict,S,100,Stack,44,44,0.27983702410244193
0.3,4,20,strict,S,100,PhaseNetMatched,42,,0.2852475397074372
0.3,4,20,strict,S,100,PhaseNetMatched,43,,0.30175992460831663
0.3,4,20,strict,S,100,PhaseNetMatched,44,,0.27046505556798695
0.3,4,30,accepted,P,100,Stack,42,42,0.0377510374595772
0.3,4,30,accepted,P,100,Stack,42,43,0.015821958678302384
0.3,4,30,accepted,P,100,Stack,42,44,0.01758022132573367
0.3,4,30,accepted,P,100,Stack,43,42,0.021986993219869855
0.3,4,30,accepted,P,100,Stack,43,43,0.019558741388940537
0.3,4,30,accepted,P,100,Stack,43,44,0.012738912707541794
0.3,4,30,accepted,P,100,Stack,44,42,0.0018004974570293708
0.3,4,30,accepted,P,100,Stack,44,43,0.003229803288273936
0.3,4,30,accepted,P,100,Stack,44,44,-0.009796596097965904
0.3,4,30,accepted,P,100,PhaseNetMatched,42,,-0.0060606060606061
0.3,4,30,accepted,P,100,PhaseNetMatched,43,,0.0015404423598657235
0.3,4,30,accepted,P,100,PhaseNetMatched,44,,0.004520163700740376
0.3,4,30,accepted,S,100,Stack,42,42,0.2761449564845199
0.3,4,30,accepted,S,100,Stack,42,43,0.25564185011130347
0.3,4,30,accepted,S,100,Stack,42,44,0.2593673187985851
0.3,4,30,accepted,S,100,Stack,43,42,0.31144299836427
0.3,4,30,accepted,S,100,Stack,43,43,0.3181301878549585
0.3,4,30,accepted,S,100,Stack,43,44,0.31931809269861183
0.3,4,30,accepted,S,100,Stack,44,42,0.25815548780487807
0.3,4,30,accepted,S,100,Stack,44,43,0.29581690093369734
0.3,4,30,accepted,S,100,Stack,44,44,0.271190906353508
0.3,4,30,accepted,S,100,PhaseNetMatched,42,,0.2848484848484848
0.3,4,30,accepted,S,100,PhaseNetMatched,43,,0.3002126250479278
0.3,4,30,accepted,S,100,PhaseNetMatched,44,,0.2735733664413483
0.3,4,30,strict,P,100,Stack,42,42,0.03914932497948831
0.3,4,30,strict,P,100,Stack,42,43,0.023300632344764538
0.3,4,30,strict,P,100,Stack,42,44,0.025065195774938487
0.3,4,30,strict,P,100,Stack,43,42,0.027757483796036153
0.3,4,30,strict,P,100,Stack,43,43,0.01964975244036493
0.3,4,30,strict,P,100,Stack,43,44,0.014064393690282784
0.3,4,30,strict,P,100,Stack,44,42,0.004165719912141208
0.3,4,30,strict,P,100,Stack,44,43,-0.0005253184743250205
0.3,4,30,strict,P,100,Stack,44,44,-0.0037652788835292883
0.3,4,30,strict,P,100,PhaseNetMatched,42,,-0.007559663401848549
0.3,4,30,strict,P,100,PhaseNetMatched,43,,0.004635395046354018
0.3,4,30,strict,P,100,PhaseNetMatched,44,,0.0015451245554883863
0.3,4,30,strict,S,100,Stack,42,42,0.29160721722891725
0.3,4,30,strict,S,100,Stack,42,43,0.29424818840579714
0.3,4,30,strict,S,100,Stack,42,44,0.2785443234836703
0.3,4,30,strict,S,100,Stack,43,42,0.32471397179855177
0.3,4,30,strict,S,100,Stack,43,43,0.32353360924789487
0.3,4,30,strict,S,100,Stack,43,44,0.3228207306711979
0.3,4,30,strict,S,100,Stack,44,42,0.27277821834522864
0.3,4,30,strict,S,100,Stack,44,43,0.3065285539048657
0.3,4,30,strict,S,100,Stack,44,44,0.27983702410244193
0.3,4,30,strict,S,100,PhaseNetMatched,42,,0.2852475397074372
0.3,4,30,strict,S,100,PhaseNetMatched,43,,0.30175992460831663
0.3,4,30,strict,S,100,PhaseNetMatched,44,,0.27046505556798695
0.3,4,40,accepted,P,100,Stack,42,42,0.0377510374595772
0.3,4,40,accepted,P,100,Stack,42,43,0.015821958678302384
0.3,4,40,accepted,P,100,Stack,42,44,0.01758022132573367
