peak_threshold,quality_threshold,max_SP_seconds,Policy,Phase,Tolerance_ms,Method,Mode,BaseSeed,MetaSeed,N,N_accepted,TP,F1,Coverage,MAE_ms
0.2,2,20,strict,P,100,Stack,Zonly,44,43,330,327,271,0.8249619482496194,0.990909090909091,189.81651376146775
0.2,2,20,strict,P,100,Stack,Zonly,44,44,330,326,269,0.8201219512195121,0.9878787878787879,159.90797546012257
0.2,2,20,strict,P,100,PhaseNetMatched,Full3C,42,,330,330,324,0.9818181818181818,1.0,41.09090909090887
0.2,2,20,strict,P,100,PhaseNetMatched,Full3C,43,,330,330,325,0.9848484848484849,1.0,28.33333333333328
0.2,2,20,strict,P,100,PhaseNetMatched,Full3C,44,,330,329,324,0.9833080424886191,0.996969696969697,33.98176291793293
0.2,2,20,strict,P,100,PhaseNetMatched,Zonly,42,,330,330,326,0.9878787878787879,1.0,21.48484848484837
0.2,2,20,strict,P,100,PhaseNetMatched,Zonly,43,,330,329,324,0.9833080424886191,0.996969696969697,26.504559270516463
0.2,2,20,strict,P,100,PhaseNetMatched,Zonly,44,,330,329,323,0.9802731411229135,0.996969696969697,25.805471124619938
0.2,2,20,strict,P,100,Stack,Full3C,42,42,330,325,276,0.8427480916030534,0.9848484848484849,126.15384615384602
0.2,2,20,strict,P,100,Stack,Full3C,42,43,330,323,271,0.8300153139356815,0.9787878787878788,127.02786377708969
0.2,2,20,strict,P,100,Stack,Full3C,42,44,330,329,271,0.8224582701062215,0.996969696969697,291.88449848024305
0.2,2,20,strict,P,100,Stack,Zonly,42,42,330,328,264,0.8024316109422492,0.9939393939393939,169.54268292682917
0.2,2,20,strict,P,100,Stack,Zonly,42,43,330,323,264,0.8085758039816233,0.9787878787878788,132.01238390092865
0.2,2,20,strict,P,100,Stack,Zonly,42,44,330,324,264,0.8073394495412844,0.9818181818181818,133.36419753086412
0.2,2,20,strict,S,100,Stack,Full3C,43,42,330,319,185,0.5701078582434514,0.9666666666666667,471.56739811912206
0.2,2,20,strict,S,100,Stack,Full3C,43,43,330,322,186,0.5705521472392638,0.9757575757575757,607.5776397515529
0.2,2,20,strict,S,100,Stack,Full3C,43,44,330,323,186,0.5696784073506891,0.9787878787878788,555.3250773993808
0.2,2,20,strict,S,100,Stack,Zonly,43,42,330,298,79,0.2515923566878981,0.9030303030303031,1186.275167785235
0.2,2,20,strict,S,100,Stack,Zonly,43,43,330,282,76,0.24836601307189543,0.8545454545454545,1083.7943262411347
0.2,2,20,strict,S,100,Stack,Zonly,43,44,330,270,76,0.25333333333333335,0.8181818181818182,1086.3703703703704
0.2,2,20,strict,S,100,Stack,Full3C,44,42,330,327,179,0.5449010654490106,0.990909090909091,543.8226299694189
