peak_threshold,quality_threshold,max_SP_seconds,Policy,Phase,Tolerance_ms,Comparison,F1_A,F1_B,Delta,CI_low,CI_high
0.2,2,40,strict,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.2,2,40,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.2,2,40,strict,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.2,2,40,strict,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.2,2,40,strict,S,100,Stack Full3C minus Zonly,0.5537404351874149,0.26819660548885693,0.28554382969855796,0.22925353096667594,0.3429192051383924
0.2,2,40,strict,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29878171023209193,0.2874796250383655,0.23560977834968916,0.33933862569565554
0.2,2,40,strict,S,100,Stack minus PhaseNet Full3C,0.5537404351874149,0.5862613352704574,-0.03252090008304254,-0.07251490945279504,0.006264405655614286
0.2,2,40,strict,S,100,Stack minus PhaseNet Zonly,0.26819660548885693,0.29878171023209193,-0.030585104743235003,-0.06552883866934442,0.00511603746410698
0.2,3,20,accepted,P,100,Stack Full3C minus Zonly,0.825579501271277,0.812886639536541,0.01269286173473605,-0.002422920309691981,0.028964977936643557
0.2,3,20,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.2,3,20,accepted,P,100,Stack minus PhaseNet Full3C,0.825579501271277,0.9833249030517619,-0.1577454017804849,-0.20464706651232895,-0.11333591161641002
0.2,3,20,accepted,P,100,Stack minus PhaseNet Zonly,0.812886639536541,0.9833249030517619,-0.17043826351522096,-0.21819260909515636,-0.1246349401017393
0.2,3,20,accepted,S,100,Stack Full3C minus Zonly,0.55251870082428,0.2680450254924985,0.28447367533178153,0.22953466115535084,0.3406115394307007
0.2,3,20,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2993122716526972,0.28637341445463166,0.23449187717065242,0.33835697577514257
0.2,3,20,accepted,S,100,Stack minus PhaseNet Full3C,0.55251870082428,0.5856856861073289,-0.033166985283048844,-0.07326229719380033,0.005813082040251604
0.2,3,20,accepted,S,100,Stack minus PhaseNet Zonly,0.2680450254924985,0.2993122716526972,-0.031267246160198714,-0.06655860491659439,0.004254468897269279
0.2,3,20,strict,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.2,3,20,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.2,3,20,strict,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.2,3,20,strict,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.2,3,20,strict,S,100,Stack Full3C minus Zonly,0.5540248093498634,0.26819660548885693,0.2858282038610065,0.2295657311410085,0.3432358131960365
0.2,3,20,strict,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29878171023209193,0.2874796250383655,0.23560977834968916,0.33933862569565554
0.2,3,20,strict,S,100,Stack minus PhaseNet Full3C,0.5540248093498634,0.5862613352704574,-0.032236525920594006,-0.07233144936100905,0.006548905205599693
0.2,3,20,strict,S,100,Stack minus PhaseNet Zonly,0.26819660548885693,0.29878171023209193,-0.030585104743235003,-0.06552883866934442,0.00511603746410698
0.2,3,30,accepted,P,100,Stack Full3C minus Zonly,0.825579501271277,0.812886639536541,0.01269286173473605,-0.002422920309691981,0.028964977936643557
0.2,3,30,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.2,3,30,accepted,P,100,Stack minus PhaseNet Full3C,0.825579501271277,0.9833249030517619,-0.1577454017804849,-0.20464706651232895,-0.11333591161641002
0.2,3,30,accepted,P,100,Stack minus PhaseNet Zonly,0.812886639536541,0.9833249030517619,-0.17043826351522096,-0.21819260909515636,-0.1246349401017393
0.2,3,30,accepted,S,100,Stack Full3C minus Zonly,0.5519063177015925,0.2680450254924985,0.283861292209094,0.22876178427678695,0.3400227862909307
0.2,3,30,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2993122716526972,0.28637341445463166,0.23449187717065242,0.33835697577514257
0.2,3,30,accepted,S,100,Stack minus PhaseNet Full3C,0.5519063177015925,0.5856856861073289,-0.033779368405736365,-0.07380232138940808,0.005103137401663411
0.2,3,30,accepted,S,100,Stack minus PhaseNet Zonly,0.2680450254924985,0.2993122716526972,-0.031267246160198714,-0.06655860491659439,0.004254468897269279
0.2,3,30,strict,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.2,3,30,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.2,3,30,strict,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.2,3,30,strict,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.2,3,30,strict,S,100,Stack Full3C minus Zonly,0.5537404351874149,0.26819660548885693,0.28554382969855796,0.22925353096667594,0.3429192051383924
0.2,3,30,strict,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29878171023209193,0.2874796250383655,0.23560977834968916,0.33933862569565554
0.2,3,30,strict,S,100,Stack minus PhaseNet Full3C,0.5537404351874149,0.5862613352704574,-0.03252090008304254,-0.07251490945279504,0.006264405655614286
0.2,3,30,strict,S,100,Stack minus PhaseNet Zonly,0.26819660548885693,0.29878171023209193,-0.030585104743235003,-0.06552883866934442,0.00511603746410698
0.2,3,40,accepted,P,100,Stack Full3C minus Zonly,0.825579501271277,0.812886639536541,0.01269286173473605,-0.002422920309691981,0.028964977936643557
0.2,3,40,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.2,3,40,accepted,P,100,Stack minus PhaseNet Full3C,0.825579501271277,0.9833249030517619,-0.1577454017804849,-0.20464706651232895,-0.11333591161641002
0.2,3,40,accepted,P,100,Stack minus PhaseNet Zonly,0.812886639536541,0.9833249030517619,-0.17043826351522096,-0.21819260909515636,-0.1246349401017393
0.2,3,40,accepted,S,100,Stack Full3C minus Zonly,0.5519063177015925,0.2677057549242203,0.2842005627773722,0.22917616848672684,0.34031686391862437
0.2,3,40,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2993122716526972,0.28637341445463166,0.23449187717065242,0.33835697577514257
0.2,3,40,accepted,S,100,Stack minus PhaseNet Full3C,0.5519063177015925,0.5856856861073289,-0.033779368405736365,-0.07380232138940808,0.005103137401663411
0.2,3,40,accepted,S,100,Stack minus PhaseNet Zonly,0.2677057549242203,0.2993122716526972,-0.03160651672847692,-0.06677186461109068,0.003874177786515135
0.2,3,40,strict,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.2,3,40,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.2,3,40,strict,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.2,3,40,strict,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.2,3,40,strict,S,100,Stack Full3C minus Zonly,0.5537404351874149,0.26819660548885693,0.28554382969855796,0.22925353096667594,0.3429192051383924
0.2,3,40,strict,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29878171023209193,0.2874796250383655,0.23560977834968916,0.33933862569565554
0.2,3,40,strict,S,100,Stack minus PhaseNet Full3C,0.5537404351874149,0.5862613352704574,-0.03252090008304254,-0.07251490945279504,0.006264405655614286
0.2,3,40,strict,S,100,Stack minus PhaseNet Zonly,0.26819660548885693,0.29878171023209193,-0.030585104743235003,-0.06552883866934442,0.00511603746410698
0.2,4,20,accepted,P,100,Stack Full3C minus Zonly,0.825579501271277,0.812886639536541,0.01269286173473605,-0.002422920309691981,0.028964977936643557
0.2,4,20,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.2,4,20,accepted,P,100,Stack minus PhaseNet Full3C,0.825579501271277,0.9833249030517619,-0.1577454017804849,-0.20464706651232895,-0.11333591161641002
0.2,4,20,accepted,P,100,Stack minus PhaseNet Zonly,0.812886639536541,0.9833249030517619,-0.17043826351522096,-0.21819260909515636,-0.1246349401017393
0.2,4,20,accepted,S,100,Stack Full3C minus Zonly,0.55251870082428,0.2680450254924985,0.28447367533178153,0.22953466115535084,0.3406115394307007
0.2,4,20,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2993122716526972,0.28637341445463166,0.23449187717065242,0.33835697577514257
0.2,4,20,accepted,S,100,Stack minus PhaseNet Full3C,0.55251870082428,0.5856856861073289,-0.033166985283048844,-0.07326229719380033,0.005813082040251604
0.2,4,20,accepted,S,100,Stack minus PhaseNet Zonly,0.2680450254924985,0.2993122716526972,-0.031267246160198714,-0.06655860491659439,0.004254468897269279
0.2,4,20,strict,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.2,4,20,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.2,4,20,strict,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.2,4,20,strict,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.2,4,20,strict,S,100,Stack Full3C minus Zonly,0.5540248093498634,0.26842997548502384,0.2855948338648396,0.22935928839540615,0.343027929135342
0.2,4,20,strict,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29878171023209193,0.2874796250383655,0.23560977834968916,0.33933862569565554
0.2,4,20,strict,S,100,Stack minus PhaseNet Full3C,0.5540248093498634,0.5862613352704574,-0.032236525920594006,-0.07233144936100905,0.006548905205599693
0.2,4,20,strict,S,100,Stack minus PhaseNet Zonly,0.26842997548502384,0.29878171023209193,-0.030351734747068093,-0.0652722485289587,0.005297080347492489
0.2,4,30,accepted,P,100,Stack Full3C minus Zonly,0.825579501271277,0.812886639536541,0.01269286173473605,-0.002422920309691981,0.028964977936643557
0.2,4,30,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.2,4,30,accepted,P,100,Stack minus PhaseNet Full3C,0.825579501271277,0.9833249030517619,-0.1577454017804849,-0.20464706651232895,-0.11333591161641002
0.2,4,30,accepted,P,100,Stack minus PhaseNet Zonly,0.812886639536541,0.9833249030517619,-0.17043826351522096,-0.21819260909515636,-0.1246349401017393
0.2,4,30,accepted,S,100,Stack Full3C minus Zonly,0.5519063177015925,0.2680450254924985,0.283861292209094,0.22876178427678695,0.3400227862909307
0.2,4,30,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2993122716526972,0.28637341445463166,0.23449187717065242,0.33835697577514257
0.2,4,30,accepted,S,100,Stack minus PhaseNet Full3C,0.5519063177015925,0.5856856861073289,-0.033779368405736365,-0.07380232138940808,0.005103137401663411
0.2,4,30,accepted,S,100,Stack minus PhaseNet Zonly,0.2680450254924985,0.2993122716526972,-0.031267246160198714,-0.06655860491659439,0.004254468897269279
0.2,4,30,strict,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.2,4,30,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.2,4,30,strict,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.2,4,30,strict,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.2,4,30,strict,S,100,Stack Full3C minus Zonly,0.5537404351874149,0.26819660548885693,0.28554382969855796,0.22925353096667594,0.3429192051383924
0.2,4,30,strict,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29878171023209193,0.2874796250383655,0.23560977834968916,0.33933862569565554
0.2,4,30,strict,S,100,Stack minus PhaseNet Full3C,0.5537404351874149,0.5862613352704574,-0.03252090008304254,-0.07251490945279504,0.006264405655614286
0.2,4,30,strict,S,100,Stack minus PhaseNet Zonly,0.26819660548885693,0.29878171023209193,-0.030585104743235003,-0.06552883866934442,0.00511603746410698
0.2,4,40,accepted,P,100,Stack Full3C minus Zonly,0.825579501271277,0.812886639536541,0.01269286173473605,-0.002422920309691981,0.028964977936643557
0.2,4,40,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.2,4,40,accepted,P,100,Stack minus PhaseNet Full3C,0.825579501271277,0.9833249030517619,-0.1577454017804849,-0.20464706651232895,-0.11333591161641002
0.2,4,40,accepted,P,100,Stack minus PhaseNet Zonly,0.812886639536541,0.9833249030517619,-0.17043826351522096,-0.21819260909515636,-0.1246349401017393
0.2,4,40,accepted,S,100,Stack Full3C minus Zonly,0.5519063177015925,0.2677057549242203,0.2842005627773722,0.22917616848672684,0.34031686391862437
0.2,4,40,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2993122716526972,0.28637341445463166,0.23449187717065242,0.33835697577514257
0.2,4,40,accepted,S,100,Stack minus PhaseNet Full3C,0.5519063177015925,0.5856856861073289,-0.033779368405736365,-0.07380232138940808,0.005103137401663411
0.2,4,40,accepted,S,100,Stack minus PhaseNet Zonly,0.2677057549242203,0.2993122716526972,-0.03160651672847692,-0.06677186461109068,0.003874177786515135
0.2,4,40,strict,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.2,4,40,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.2,4,40,strict,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.2,4,40,strict,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.2,4,40,strict,S,100,Stack Full3C minus Zonly,0.5537404351874149,0.26819660548885693,0.28554382969855796,0.22925353096667594,0.3429192051383924
0.2,4,40,strict,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29878171023209193,0.2874796250383655,0.23560977834968916,0.33933862569565554
0.2,4,40,strict,S,100,Stack minus PhaseNet Full3C,0.5537404351874149,0.5862613352704574,-0.03252090008304254,-0.07251490945279504,0.006264405655614286
0.2,4,40,strict,S,100,Stack minus PhaseNet Zonly,0.26819660548885693,0.29878171023209193,-0.030585104743235003,-0.06552883866934442,0.00511603746410698
0.3,2,20,accepted,P,100,Stack Full3C minus Zonly,0.826802481356011,0.8133945291974216,0.013407952158589365,-0.0015612990403654598,0.029533284534047192
0.3,2,20,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.3,2,20,accepted,P,100,Stack minus PhaseNet Full3C,0.826802481356011,0.9833249030517619,-0.15652242169575092,-0.20329334472457986,-0.1123303669332694
0.3,2,20,accepted,P,100,Stack minus PhaseNet Zonly,0.8133945291974216,0.9833249030517619,-0.1699303738543403,-0.21784957938327817,-0.12438323689134774
0.3,2,20,accepted,S,100,Stack Full3C minus Zonly,0.5541665212569638,0.2686153660117046,0.28555115524525915,0.23001931391958233,0.34226422035097404
0.3,2,20,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2994741939947419,0.28621149211258695,0.23446796346321178,0.3382120249293179
0.3,2,20,accepted,S,100,Stack minus PhaseNet Full3C,0.5541665212569638,0.5856856861073289,-0.0315191648503651,-0.07154380082883154,0.006787282116254613
0.3,2,20,accepted,S,100,Stack minus PhaseNet Zonly,0.2686153660117046,0.2994741939947419,-0.030858827983037296,-0.06615461831475242,0.004967595602418571
0.3,2,20,strict,P,100,Stack Full3C minus Zonly,0.8306437210611382,0.8141035093300091,0.016540211731129073,0.0018715537499317148,0.03229538486607438
0.3,2,20,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.983784617651764,-0.000459714600002048,-0.010069026041011304,0.010243369683368128
0.3,2,20,strict,P,100,Stack minus PhaseNet Full3C,0.8306437210611382,0.9833249030517619,-0.15268118199062375,-0.1993318487257842,-0.10913440443021195
0.3,2,20,strict,P,100,Stack minus PhaseNet Zonly,0.8141035093300091,0.983784617651764,-0.16968110832175487,-0.21740276483888868,-0.12427499173772967
0.3,2,20,strict,S,100,Stack Full3C minus Zonly,0.5567343966997267,0.2573325499965353,0.29940184670319137,0.2430089468851676,0.3579745517676308
0.3,2,20,strict,S,100,PhaseNet Full3C minus Zonly,0.5860135255379979,0.30018935224341764,0.28582417329458026,0.23370891364912952,0.3380388653909741
0.3,2,20,strict,S,100,Stack minus PhaseNet Full3C,0.5567343966997267,0.5860135255379979,-0.029279128838271218,-0.07003244135538109,0.009445268180963185
0.3,2,20,strict,S,100,Stack minus PhaseNet Zonly,0.2573325499965353,0.30018935224341764,-0.04285680224688232,-0.08055933345050406,-0.005046856171153558
0.3,2,30,accepted,P,100,Stack Full3C minus Zonly,0.826802481356011,0.8133945291974216,0.013407952158589365,-0.0015612990403654598,0.029533284534047192
0.3,2,30,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.3,2,30,accepted,P,100,Stack minus PhaseNet Full3C,0.826802481356011,0.9833249030517619,-0.15652242169575092,-0.20329334472457986,-0.1123303669332694
0.3,2,30,accepted,P,100,Stack minus PhaseNet Zonly,0.8133945291974216,0.9833249030517619,-0.1699303738543403,-0.21784957938327817,-0.12438323689134774
0.3,2,30,accepted,S,100,Stack Full3C minus Zonly,0.5536385548344082,0.2686153660117046,0.28502318882270355,0.22931277261805824,0.3417713707588456
0.3,2,30,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2994741939947419,0.28621149211258695,0.23446796346321178,0.3382120249293179
0.3,2,30,accepted,S,100,Stack minus PhaseNet Full3C,0.5536385548344082,0.5856856861073289,-0.03204713127292069,-0.07197087193824789,0.006560212868305953
0.3,2,30,accepted,S,100,Stack minus PhaseNet Zonly,0.2686153660117046,0.2994741939947419,-0.030858827983037296,-0.06615461831475242,0.004967595602418571
0.3,2,30,strict,P,100,Stack Full3C minus Zonly,0.8306437210611382,0.8141035093300091,0.016540211731129073,0.0018715537499317148,0.03229538486607438
0.3,2,30,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.983784617651764,-0.000459714600002048,-0.010069026041011304,0.010243369683368128
0.3,2,30,strict,P,100,Stack minus PhaseNet Full3C,0.8306437210611382,0.9833249030517619,-0.15268118199062375,-0.1993318487257842,-0.10913440443021195
0.3,2,30,strict,P,100,Stack minus PhaseNet Zonly,0.8141035093300091,0.983784617651764,-0.16968110832175487,-0.21740276483888868,-0.12427499173772967
0.3,2,30,strict,S,100,Stack Full3C minus Zonly,0.556536294777103,0.257134979533929,0.299401315243174,0.24295278374694015,0.3578416684234793
0.3,2,30,strict,S,100,PhaseNet Full3C minus Zonly,0.5860135255379979,0.30018935224341764,0.28582417329458026,0.23370891364912952,0.3380388653909741
0.3,2,30,strict,S,100,Stack minus PhaseNet Full3C,0.556536294777103,0.5860135255379979,-0.029477230760894924,-0.07041515149979659,0.009264453479534345
0.3,2,30,strict,S,100,Stack minus PhaseNet Zonly,0.257134979533929,0.30018935224341764,-0.04305437270948864,-0.08070060099743902,-0.005173214093112825
0.3,2,40,accepted,P,100,Stack Full3C minus Zonly,0.826802481356011,0.8133945291974216,0.013407952158589365,-0.0015612990403654598,0.029533284534047192
0.3,2,40,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
