peak_threshold,quality_threshold,max_SP_seconds,Policy,Phase,Tolerance_ms,Comparison,F1_A,F1_B,Delta,CI_low,CI_high
0.3,2,40,accepted,P,100,Stack minus PhaseNet Full3C,0.826802481356011,0.9833249030517619,-0.15652242169575092,-0.20329334472457986,-0.1123303669332694
0.3,2,40,accepted,P,100,Stack minus PhaseNet Zonly,0.8133945291974216,0.9833249030517619,-0.1699303738543403,-0.21784957938327817,-0.12438323689134774
0.3,2,40,accepted,S,100,Stack Full3C minus Zonly,0.5536385548344082,0.2686153660117046,0.28502318882270355,0.22931277261805824,0.3417713707588456
0.3,2,40,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2994741939947419,0.28621149211258695,0.23446796346321178,0.3382120249293179
0.3,2,40,accepted,S,100,Stack minus PhaseNet Full3C,0.5536385548344082,0.5856856861073289,-0.03204713127292069,-0.07197087193824789,0.006560212868305953
0.3,2,40,accepted,S,100,Stack minus PhaseNet Zonly,0.2686153660117046,0.2994741939947419,-0.030858827983037296,-0.06615461831475242,0.004967595602418571
0.3,2,40,strict,P,100,Stack Full3C minus Zonly,0.8306437210611382,0.8141035093300091,0.016540211731129073,0.0018715537499317148,0.03229538486607438
0.3,2,40,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.983784617651764,-0.000459714600002048,-0.010069026041011304,0.010243369683368128
0.3,2,40,strict,P,100,Stack minus PhaseNet Full3C,0.8306437210611382,0.9833249030517619,-0.15268118199062375,-0.1993318487257842,-0.10913440443021195
0.3,2,40,strict,P,100,Stack minus PhaseNet Zonly,0.8141035093300091,0.983784617651764,-0.16968110832175487,-0.21740276483888868,-0.12427499173772967
0.3,2,40,strict,S,100,Stack Full3C minus Zonly,0.556536294777103,0.257134979533929,0.299401315243174,0.24295278374694015,0.3578416684234793
0.3,2,40,strict,S,100,PhaseNet Full3C minus Zonly,0.5860135255379979,0.30018935224341764,0.28582417329458026,0.23370891364912952,0.3380388653909741
0.3,2,40,strict,S,100,Stack minus PhaseNet Full3C,0.556536294777103,0.5860135255379979,-0.029477230760894924,-0.07041515149979659,0.009264453479534345
0.3,2,40,strict,S,100,Stack minus PhaseNet Zonly,0.257134979533929,0.30018935224341764,-0.04305437270948864,-0.08070060099743902,-0.005173214093112825
0.3,3,20,accepted,P,100,Stack Full3C minus Zonly,0.826802481356011,0.8133945291974216,0.013407952158589365,-0.0015612990403654598,0.029533284534047192
0.3,3,20,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.3,3,20,accepted,P,100,Stack minus PhaseNet Full3C,0.826802481356011,0.9833249030517619,-0.15652242169575092,-0.20329334472457986,-0.1123303669332694
0.3,3,20,accepted,P,100,Stack minus PhaseNet Zonly,0.8133945291974216,0.9833249030517619,-0.1699303738543403,-0.21784957938327817,-0.12438323689134774
0.3,3,20,accepted,S,100,Stack Full3C minus Zonly,0.5541665212569638,0.2686153660117046,0.28555115524525915,0.23001931391958233,0.34226422035097404
0.3,3,20,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2994741939947419,0.28621149211258695,0.23446796346321178,0.3382120249293179
0.3,3,20,accepted,S,100,Stack minus PhaseNet Full3C,0.5541665212569638,0.5856856861073289,-0.0315191648503651,-0.07154380082883154,0.006787282116254613
0.3,3,20,accepted,S,100,Stack minus PhaseNet Zonly,0.2686153660117046,0.2994741939947419,-0.030858827983037296,-0.06615461831475242,0.004967595602418571
0.3,3,20,strict,P,100,Stack Full3C minus Zonly,0.8306437210611382,0.8141035093300091,0.016540211731129073,0.0018715537499317148,0.03229538486607438
0.3,3,20,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.983784617651764,-0.000459714600002048,-0.010069026041011304,0.010243369683368128
0.3,3,20,strict,P,100,Stack minus PhaseNet Full3C,0.8306437210611382,0.9833249030517619,-0.15268118199062375,-0.1993318487257842,-0.10913440443021195
0.3,3,20,strict,P,100,Stack minus PhaseNet Zonly,0.8141035093300091,0.983784617651764,-0.16968110832175487,-0.21740276483888868,-0.12427499173772967
0.3,3,20,strict,S,100,Stack Full3C minus Zonly,0.5567343966997267,0.2573325499965353,0.29940184670319137,0.2430089468851676,0.3579745517676308
0.3,3,20,strict,S,100,PhaseNet Full3C minus Zonly,0.5860135255379979,0.30018935224341764,0.28582417329458026,0.23370891364912952,0.3380388653909741
0.3,3,20,strict,S,100,Stack minus PhaseNet Full3C,0.5567343966997267,0.5860135255379979,-0.029279128838271218,-0.07003244135538109,0.009445268180963185
0.3,3,20,strict,S,100,Stack minus PhaseNet Zonly,0.2573325499965353,0.30018935224341764,-0.04285680224688232,-0.08055933345050406,-0.005046856171153558
0.3,3,30,accepted,P,100,Stack Full3C minus Zonly,0.826802481356011,0.8133945291974216,0.013407952158589365,-0.0015612990403654598,0.029533284534047192
0.3,3,30,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.3,3,30,accepted,P,100,Stack minus PhaseNet Full3C,0.826802481356011,0.9833249030517619,-0.15652242169575092,-0.20329334472457986,-0.1123303669332694
0.3,3,30,accepted,P,100,Stack minus PhaseNet Zonly,0.8133945291974216,0.9833249030517619,-0.1699303738543403,-0.21784957938327817,-0.12438323689134774
0.3,3,30,accepted,S,100,Stack Full3C minus Zonly,0.5536385548344082,0.2686153660117046,0.28502318882270355,0.22931277261805824,0.3417713707588456
0.3,3,30,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2994741939947419,0.28621149211258695,0.23446796346321178,0.3382120249293179
0.3,3,30,accepted,S,100,Stack minus PhaseNet Full3C,0.5536385548344082,0.5856856861073289,-0.03204713127292069,-0.07197087193824789,0.006560212868305953
0.3,3,30,accepted,S,100,Stack minus PhaseNet Zonly,0.2686153660117046,0.2994741939947419,-0.030858827983037296,-0.06615461831475242,0.004967595602418571
0.3,3,30,strict,P,100,Stack Full3C minus Zonly,0.8306437210611382,0.8141035093300091,0.016540211731129073,0.0018715537499317148,0.03229538486607438
0.3,3,30,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.983784617651764,-0.000459714600002048,-0.010069026041011304,0.010243369683368128
0.3,3,30,strict,P,100,Stack minus PhaseNet Full3C,0.8306437210611382,0.9833249030517619,-0.15268118199062375,-0.1993318487257842,-0.10913440443021195
0.3,3,30,strict,P,100,Stack minus PhaseNet Zonly,0.8141035093300091,0.983784617651764,-0.16968110832175487,-0.21740276483888868,-0.12427499173772967
0.3,3,30,strict,S,100,Stack Full3C minus Zonly,0.556536294777103,0.257134979533929,0.299401315243174,0.24295278374694015,0.3578416684234793
0.3,3,30,strict,S,100,PhaseNet Full3C minus Zonly,0.5860135255379979,0.30018935224341764,0.28582417329458026,0.23370891364912952,0.3380388653909741
0.3,3,30,strict,S,100,Stack minus PhaseNet Full3C,0.556536294777103,0.5860135255379979,-0.029477230760894924,-0.07041515149979659,0.009264453479534345
0.3,3,30,strict,S,100,Stack minus PhaseNet Zonly,0.257134979533929,0.30018935224341764,-0.04305437270948864,-0.08070060099743902,-0.005173214093112825
0.3,3,40,accepted,P,100,Stack Full3C minus Zonly,0.826802481356011,0.8133945291974216,0.013407952158589365,-0.0015612990403654598,0.029533284534047192
0.3,3,40,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.3,3,40,accepted,P,100,Stack minus PhaseNet Full3C,0.826802481356011,0.9833249030517619,-0.15652242169575092,-0.20329334472457986,-0.1123303669332694
0.3,3,40,accepted,P,100,Stack minus PhaseNet Zonly,0.8133945291974216,0.9833249030517619,-0.1699303738543403,-0.21784957938327817,-0.12438323689134774
0.3,3,40,accepted,S,100,Stack Full3C minus Zonly,0.5536385548344082,0.2686153660117046,0.28502318882270355,0.22931277261805824,0.3417713707588456
0.3,3,40,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2994741939947419,0.28621149211258695,0.23446796346321178,0.3382120249293179
0.3,3,40,accepted,S,100,Stack minus PhaseNet Full3C,0.5536385548344082,0.5856856861073289,-0.03204713127292069,-0.07197087193824789,0.006560212868305953
0.3,3,40,accepted,S,100,Stack minus PhaseNet Zonly,0.2686153660117046,0.2994741939947419,-0.030858827983037296,-0.06615461831475242,0.004967595602418571
0.3,3,40,strict,P,100,Stack Full3C minus Zonly,0.8306437210611382,0.8141035093300091,0.016540211731129073,0.0018715537499317148,0.03229538486607438
0.3,3,40,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.983784617651764,-0.000459714600002048,-0.010069026041011304,0.010243369683368128
0.3,3,40,strict,P,100,Stack minus PhaseNet Full3C,0.8306437210611382,0.9833249030517619,-0.15268118199062375,-0.1993318487257842,-0.10913440443021195
0.3,3,40,strict,P,100,Stack minus PhaseNet Zonly,0.8141035093300091,0.983784617651764,-0.16968110832175487,-0.21740276483888868,-0.12427499173772967
0.3,3,40,strict,S,100,Stack Full3C minus Zonly,0.556536294777103,0.257134979533929,0.299401315243174,0.24295278374694015,0.3578416684234793
0.3,3,40,strict,S,100,PhaseNet Full3C minus Zonly,0.5860135255379979,0.30018935224341764,0.28582417329458026,0.23370891364912952,0.3380388653909741
0.3,3,40,strict,S,100,Stack minus PhaseNet Full3C,0.556536294777103,0.5860135255379979,-0.029477230760894924,-0.07041515149979659,0.009264453479534345
0.3,3,40,strict,S,100,Stack minus PhaseNet Zonly,0.257134979533929,0.30018935224341764,-0.04305437270948864,-0.08070060099743902,-0.005173214093112825
0.3,4,20,accepted,P,100,Stack Full3C minus Zonly,0.826802481356011,0.8133945291974216,0.013407952158589365,-0.0015612990403654598,0.029533284534047192
0.3,4,20,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.3,4,20,accepted,P,100,Stack minus PhaseNet Full3C,0.826802481356011,0.9833249030517619,-0.15652242169575092,-0.20329334472457986,-0.1123303669332694
0.3,4,20,accepted,P,100,Stack minus PhaseNet Zonly,0.8133945291974216,0.9833249030517619,-0.1699303738543403,-0.21784957938327817,-0.12438323689134774
0.3,4,20,accepted,S,100,Stack Full3C minus Zonly,0.5541665212569638,0.2686153660117046,0.28555115524525915,0.23001931391958233,0.34226422035097404
0.3,4,20,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2994741939947419,0.28621149211258695,0.23446796346321178,0.3382120249293179
0.3,4,20,accepted,S,100,Stack minus PhaseNet Full3C,0.5541665212569638,0.5856856861073289,-0.0315191648503651,-0.07154380082883154,0.006787282116254613
0.3,4,20,accepted,S,100,Stack minus PhaseNet Zonly,0.2686153660117046,0.2994741939947419,-0.030858827983037296,-0.06615461831475242,0.004967595602418571
0.3,4,20,strict,P,100,Stack Full3C minus Zonly,0.8306437210611382,0.8141035093300091,0.016540211731129073,0.0018715537499317148,0.03229538486607438
0.3,4,20,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.983784617651764,-0.000459714600002048,-0.010069026041011304,0.010243369683368128
0.3,4,20,strict,P,100,Stack minus PhaseNet Full3C,0.8306437210611382,0.9833249030517619,-0.15268118199062375,-0.1993318487257842,-0.10913440443021195
0.3,4,20,strict,P,100,Stack minus PhaseNet Zonly,0.8141035093300091,0.983784617651764,-0.16968110832175487,-0.21740276483888868,-0.12427499173772967
0.3,4,20,strict,S,100,Stack Full3C minus Zonly,0.5567343966997267,0.2574729642184901,0.2992614324812366,0.24283248230390167,0.35791454823617325
0.3,4,20,strict,S,100,PhaseNet Full3C minus Zonly,0.5860135255379979,0.30018935224341764,0.28582417329458026,0.23370891364912952,0.3380388653909741
0.3,4,20,strict,S,100,Stack minus PhaseNet Full3C,0.5567343966997267,0.5860135255379979,-0.029279128838271218,-0.07003244135538109,0.009445268180963185
0.3,4,20,strict,S,100,Stack minus PhaseNet Zonly,0.2574729642184901,0.30018935224341764,-0.042716388024927554,-0.08040420051589474,-0.00491890301733301
0.3,4,30,accepted,P,100,Stack Full3C minus Zonly,0.826802481356011,0.8133945291974216,0.013407952158589365,-0.0015612990403654598,0.029533284534047192
0.3,4,30,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.3,4,30,accepted,P,100,Stack minus PhaseNet Full3C,0.826802481356011,0.9833249030517619,-0.15652242169575092,-0.20329334472457986,-0.1123303669332694
0.3,4,30,accepted,P,100,Stack minus PhaseNet Zonly,0.8133945291974216,0.9833249030517619,-0.1699303738543403,-0.21784957938327817,-0.12438323689134774
0.3,4,30,accepted,S,100,Stack Full3C minus Zonly,0.5536385548344082,0.2686153660117046,0.28502318882270355,0.22931277261805824,0.3417713707588456
0.3,4,30,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2994741939947419,0.28621149211258695,0.23446796346321178,0.3382120249293179
0.3,4,30,accepted,S,100,Stack minus PhaseNet Full3C,0.5536385548344082,0.5856856861073289,-0.03204713127292069,-0.07197087193824789,0.006560212868305953
0.3,4,30,accepted,S,100,Stack minus PhaseNet Zonly,0.2686153660117046,0.2994741939947419,-0.030858827983037296,-0.06615461831475242,0.004967595602418571
0.3,4,30,strict,P,100,Stack Full3C minus Zonly,0.8306437210611382,0.8141035093300091,0.016540211731129073,0.0018715537499317148,0.03229538486607438
0.3,4,30,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.983784617651764,-0.000459714600002048,-0.010069026041011304,0.010243369683368128
0.3,4,30,strict,P,100,Stack minus PhaseNet Full3C,0.8306437210611382,0.9833249030517619,-0.15268118199062375,-0.1993318487257842,-0.10913440443021195
0.3,4,30,strict,P,100,Stack minus PhaseNet Zonly,0.8141035093300091,0.983784617651764,-0.16968110832175487,-0.21740276483888868,-0.12427499173772967
0.3,4,30,strict,S,100,Stack Full3C minus Zonly,0.556536294777103,0.257134979533929,0.299401315243174,0.24295278374694015,0.3578416684234793
0.3,4,30,strict,S,100,PhaseNet Full3C minus Zonly,0.5860135255379979,0.30018935224341764,0.28582417329458026,0.23370891364912952,0.3380388653909741
0.3,4,30,strict,S,100,Stack minus PhaseNet Full3C,0.556536294777103,0.5860135255379979,-0.029477230760894924,-0.07041515149979659,0.009264453479534345
0.3,4,30,strict,S,100,Stack minus PhaseNet Zonly,0.257134979533929,0.30018935224341764,-0.04305437270948864,-0.08070060099743902,-0.005173214093112825
0.3,4,40,accepted,P,100,Stack Full3C minus Zonly,0.826802481356011,0.8133945291974216,0.013407952158589365,-0.0015612990403654598,0.029533284534047192
0.3,4,40,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9833249030517619,0.0,-0.010175032942989937,0.011200849219318576
0.3,4,40,accepted,P,100,Stack minus PhaseNet Full3C,0.826802481356011,0.9833249030517619,-0.15652242169575092,-0.20329334472457986,-0.1123303669332694
0.3,4,40,accepted,P,100,Stack minus PhaseNet Zonly,0.8133945291974216,0.9833249030517619,-0.1699303738543403,-0.21784957938327817,-0.12438323689134774
0.3,4,40,accepted,S,100,Stack Full3C minus Zonly,0.5536385548344082,0.2686153660117046,0.28502318882270355,0.22931277261805824,0.3417713707588456
0.3,4,40,accepted,S,100,PhaseNet Full3C minus Zonly,0.5856856861073289,0.2994741939947419,0.28621149211258695,0.23446796346321178,0.3382120249293179
0.3,4,40,accepted,S,100,Stack minus PhaseNet Full3C,0.5536385548344082,0.5856856861073289,-0.03204713127292069,-0.07197087193824789,0.006560212868305953
0.3,4,40,accepted,S,100,Stack minus PhaseNet Zonly,0.2686153660117046,0.2994741939947419,-0.030858827983037296,-0.06615461831475242,0.004967595602418571
0.3,4,40,strict,P,100,Stack Full3C minus Zonly,0.8306437210611382,0.8141035093300091,0.016540211731129073,0.0018715537499317148,0.03229538486607438
0.3,4,40,strict,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.983784617651764,-0.000459714600002048,-0.010069026041011304,0.010243369683368128
0.3,4,40,strict,P,100,Stack minus PhaseNet Full3C,0.8306437210611382,0.9833249030517619,-0.15268118199062375,-0.1993318487257842,-0.10913440443021195
0.3,4,40,strict,P,100,Stack minus PhaseNet Zonly,0.8141035093300091,0.983784617651764,-0.16968110832175487,-0.21740276483888868,-0.12427499173772967
0.3,4,40,strict,S,100,Stack Full3C minus Zonly,0.556536294777103,0.257134979533929,0.299401315243174,0.24295278374694015,0.3578416684234793
0.3,4,40,strict,S,100,PhaseNet Full3C minus Zonly,0.5860135255379979,0.30018935224341764,0.28582417329458026,0.23370891364912952,0.3380388653909741
0.3,4,40,strict,S,100,Stack minus PhaseNet Full3C,0.556536294777103,0.5860135255379979,-0.029477230760894924,-0.07041515149979659,0.009264453479534345
0.3,4,40,strict,S,100,Stack minus PhaseNet Zonly,0.257134979533929,0.30018935224341764,-0.04305437270948864,-0.08070060099743902,-0.005173214093112825
0.4,2,20,accepted,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.4,2,20,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.4,2,20,accepted,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.4,2,20,accepted,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.4,2,20,accepted,S,100,Stack Full3C minus Zonly,0.5537884093807365,0.26846331042205185,0.28532509895868463,0.22876156923834043,0.34259760928061983
0.4,2,20,accepted,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29892579140803954,0.2873355438624179,0.23548790371348974,0.33920478151290856
0.4,2,20,accepted,S,100,Stack minus PhaseNet Full3C,0.5537884093807365,0.5862613352704574,-0.03247292588972095,-0.07232439637772774,0.006059237836489146
0.4,2,20,accepted,S,100,Stack minus PhaseNet Zonly,0.26846331042205185,0.29892579140803954,-0.030462480985987694,-0.06564683921980033,0.005297370843420243
0.4,2,20,strict,P,100,Stack Full3C minus Zonly,0.8304579535720282,0.8136796240566584,0.01677832951536984,0.002752764104107847,0.03232444968912023
0.4,2,20,strict,P,100,PhaseNet Full3C minus Zonly,0.9828098615332658,0.9832664332461757,-0.0004565717129099145,-0.010137018482474789,0.010162812566590277
0.4,2,20,strict,P,100,Stack minus PhaseNet Full3C,0.8304579535720282,0.9828098615332658,-0.15235190796123754,-0.19908519872262667,-0.1085111336063482
0.4,2,20,strict,P,100,Stack minus PhaseNet Zonly,0.8136796240566584,0.9832664332461757,-0.1695868091895173,-0.21754068541915625,-0.12448200184359726
0.4,2,20,strict,S,100,Stack Full3C minus Zonly,0.5577235389982774,0.25493897382755043,0.302784565170727,0.24584827249283178,0.3624449359918016
0.4,2,20,strict,S,100,PhaseNet Full3C minus Zonly,0.5841838649155723,0.3013797065264237,0.2828041583891486,0.23062343516126402,0.335665896177075
0.4,2,20,strict,S,100,Stack minus PhaseNet Full3C,0.5577235389982774,0.5841838649155723,-0.026460325917294858,-0.0671546799602647,0.012365135503194817
0.4,2,20,strict,S,100,Stack minus PhaseNet Zonly,0.25493897382755043,0.3013797065264237,-0.04644073269887328,-0.08768073659755359,-0.007188436286470009
0.4,2,30,accepted,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.4,2,30,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.4,2,30,accepted,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.4,2,30,accepted,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.4,2,30,accepted,S,100,Stack Full3C minus Zonly,0.5535030139374784,0.26846331042205185,0.2850397035154265,0.22843395281193501,0.3423303994864736
0.4,2,30,accepted,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29892579140803954,0.2873355438624179,0.23548790371348974,0.33920478151290856
0.4,2,30,accepted,S,100,Stack minus PhaseNet Full3C,0.5535030139374784,0.5862613352704574,-0.03275832133297907,-0.07267017903417532,0.005647685919714649
0.4,2,30,accepted,S,100,Stack minus PhaseNet Zonly,0.26846331042205185,0.29892579140803954,-0.030462480985987694,-0.06564683921980033,0.005297370843420243
0.4,2,30,strict,P,100,Stack Full3C minus Zonly,0.8304579535720282,0.8136796240566584,0.01677832951536984,0.002752764104107847,0.03232444968912023
0.4,2,30,strict,P,100,PhaseNet Full3C minus Zonly,0.9828098615332658,0.9832664332461757,-0.0004565717129099145,-0.010137018482474789,0.010162812566590277
0.4,2,30,strict,P,100,Stack minus PhaseNet Full3C,0.8304579535720282,0.9828098615332658,-0.15235190796123754,-0.19908519872262667,-0.1085111336063482
0.4,2,30,strict,P,100,Stack minus PhaseNet Zonly,0.8136796240566584,0.9832664332461757,-0.1695868091895173,-0.21754068541915625,-0.12448200184359726
0.4,2,30,strict,S,100,Stack Full3C minus Zonly,0.5577235389982774,0.2546205111397459,0.30310302785853155,0.24629841174915365,0.36258655115519584
0.4,2,30,strict,S,100,PhaseNet Full3C minus Zonly,0.5841838649155723,0.3013797065264237,0.2828041583891486,0.23062343516126402,0.335665896177075
0.4,2,30,strict,S,100,Stack minus PhaseNet Full3C,0.5577235389982774,0.5841838649155723,-0.026460325917294858,-0.0671546799602647,0.012365135503194817
0.4,2,30,strict,S,100,Stack minus PhaseNet Zonly,0.2546205111397459,0.3013797065264237,-0.04675919538667783,-0.08809915971693309,-0.007424539726425935
0.4,2,40,accepted,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.4,2,40,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.4,2,40,accepted,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.4,2,40,accepted,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.4,2,40,accepted,S,100,Stack Full3C minus Zonly,0.5535030139374784,0.26846331042205185,0.2850397035154265,0.22843395281193501,0.3423303994864736
0.4,2,40,accepted,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29892579140803954,0.2873355438624179,0.23548790371348974,0.33920478151290856
0.4,2,40,accepted,S,100,Stack minus PhaseNet Full3C,0.5535030139374784,0.5862613352704574,-0.03275832133297907,-0.07267017903417532,0.005647685919714649
0.4,2,40,accepted,S,100,Stack minus PhaseNet Zonly,0.26846331042205185,0.29892579140803954,-0.030462480985987694,-0.06564683921980033,0.005297370843420243
0.4,2,40,strict,P,100,Stack Full3C minus Zonly,0.8304579535720282,0.8136796240566584,0.01677832951536984,0.002752764104107847,0.03232444968912023
0.4,2,40,strict,P,100,PhaseNet Full3C minus Zonly,0.9828098615332658,0.9832664332461757,-0.0004565717129099145,-0.010137018482474789,0.010162812566590277
0.4,2,40,strict,P,100,Stack minus PhaseNet Full3C,0.8304579535720282,0.9828098615332658,-0.15235190796123754,-0.19908519872262667,-0.1085111336063482
0.4,2,40,strict,P,100,Stack minus PhaseNet Zonly,0.8136796240566584,0.9832664332461757,-0.1695868091895173,-0.21754068541915625,-0.12448200184359726
0.4,2,40,strict,S,100,Stack Full3C minus Zonly,0.5577235389982774,0.2546205111397459,0.30310302785853155,0.24629841174915365,0.36258655115519584
0.4,2,40,strict,S,100,PhaseNet Full3C minus Zonly,0.5841838649155723,0.3013797065264237,0.2828041583891486,0.23062343516126402,0.335665896177075
0.4,2,40,strict,S,100,Stack minus PhaseNet Full3C,0.5577235389982774,0.5841838649155723,-0.026460325917294858,-0.0671546799602647,0.012365135503194817
0.4,2,40,strict,S,100,Stack minus PhaseNet Zonly,0.2546205111397459,0.3013797065264237,-0.04675919538667783,-0.08809915971693309,-0.007424539726425935
0.4,3,20,accepted,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.4,3,20,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.4,3,20,accepted,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.4,3,20,accepted,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.4,3,20,accepted,S,100,Stack Full3C minus Zonly,0.5537884093807365,0.26846331042205185,0.28532509895868463,0.22876156923834043,0.34259760928061983
0.4,3,20,accepted,S,100,PhaseNet Full3C minus Zonly,0.5862613352704574,0.29892579140803954,0.2873355438624179,0.23548790371348974,0.33920478151290856
0.4,3,20,accepted,S,100,Stack minus PhaseNet Full3C,0.5537884093807365,0.5862613352704574,-0.03247292588972095,-0.07232439637772774,0.006059237836489146
0.4,3,20,accepted,S,100,Stack minus PhaseNet Zonly,0.26846331042205185,0.29892579140803954,-0.030462480985987694,-0.06564683921980033,0.005297370843420243
0.4,3,20,strict,P,100,Stack Full3C minus Zonly,0.8304579535720282,0.8136796240566584,0.01677832951536984,0.002752764104107847,0.03232444968912023
0.4,3,20,strict,P,100,PhaseNet Full3C minus Zonly,0.9828098615332658,0.9832664332461757,-0.0004565717129099145,-0.010137018482474789,0.010162812566590277
0.4,3,20,strict,P,100,Stack minus PhaseNet Full3C,0.8304579535720282,0.9828098615332658,-0.15235190796123754,-0.19908519872262667,-0.1085111336063482
0.4,3,20,strict,P,100,Stack minus PhaseNet Zonly,0.8136796240566584,0.9832664332461757,-0.1695868091895173,-0.21754068541915625,-0.12448200184359726
0.4,3,20,strict,S,100,Stack Full3C minus Zonly,0.5577235389982774,0.25493897382755043,0.302784565170727,0.24584827249283178,0.3624449359918016
0.4,3,20,strict,S,100,PhaseNet Full3C minus Zonly,0.5841838649155723,0.3013797065264237,0.2828041583891486,0.23062343516126402,0.335665896177075
0.4,3,20,strict,S,100,Stack minus PhaseNet Full3C,0.5577235389982774,0.5841838649155723,-0.026460325917294858,-0.0671546799602647,0.012365135503194817
0.4,3,20,strict,S,100,Stack minus PhaseNet Zonly,0.25493897382755043,0.3013797065264237,-0.04644073269887328,-0.08768073659755359,-0.007188436286470009
0.4,3,30,accepted,P,100,Stack Full3C minus Zonly,0.82890972034398,0.8133559842335243,0.01555373611045574,0.0005372598436446807,0.03155322364787175
0.4,3,30,accepted,P,100,PhaseNet Full3C minus Zonly,0.9833249030517619,0.9838199904967736,-0.0004950874450116993,-0.010536561308896197,0.010527766233723895
0.4,3,30,accepted,P,100,Stack minus PhaseNet Full3C,0.82890972034398,0.9833249030517619,-0.15441518270778187,-0.20118472165022716,-0.11056975051656216
0.4,3,30,accepted,P,100,Stack minus PhaseNet Zonly,0.8133559842335243,0.9838199904967736,-0.1704640062632493,-0.21836337357083477,-0.12465980670347747
0.4,3,30,accepted,S,100,Stack Full3C minus Zonly,0.5535030139374784,0.26846331042205185,0.2850397035154265,0.22843395281193501,0.3423303994864736
