peak_threshold,quality_threshold,max_SP_seconds,Policy,Phase,Tolerance_ms,Method,Mode,mean_F1,between_base_SD_F1,mean_Coverage,between_base_SD_Coverage,mean_MAE_ms,between_base_SD_MAE_ms
0.3,2,30,accepted,S,100,PhaseNetMatched,Zonly,0.29947419399474196,0.018041500920815752,0.996969696969697,0.0052486388108147495,504.298952831063,86.00554149224469
0.3,2,30,strict,P,100,Stack,Full3C,0.8306437210611382,0.005851924608008049,0.978114478114478,0.002102692928753683,118.99598940655007,14.025446653543975
0.3,2,30,strict,P,100,Stack,Zonly,0.8141035093300091,0.009722373357285841,0.9777777777777777,0.003641970985317184,151.85540901290582,28.47634307550292
0.3,2,30,strict,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,2,30,strict,P,100,PhaseNetMatched,Zonly,0.983784617651764,0.00490547018966795,0.9939393939393939,0.0030303030303029943,22.60975927151408,4.005127790913652
0.3,2,30,strict,S,100,Stack,Full3C,0.5565362947771029,0.010364819796482303,0.9457912457912458,0.007714773897232043,498.16094399109846,25.199848950244025
0.3,2,30,strict,S,100,Stack,Zonly,0.25713497953392894,0.011203058705736665,0.7080808080808081,0.0582365062844427,1009.6203506003379,220.60591546887846
0.3,2,30,strict,S,100,PhaseNetMatched,Full3C,0.5860135255379979,0.030636245192790786,0.9858585858585859,0.006308078786261049,167.46391412332423,7.814869180022365
0.3,2,30,strict,S,100,PhaseNetMatched,Zonly,0.30018935224341764,0.015133704174674042,0.9787878787878788,0.008017428215347233,468.02879669199115,73.26372135662999
0.3,2,40,accepted,P,100,Stack,Full3C,0.8268024813560109,0.006942314904482195,0.9905723905723907,0.0015429547794464206,166.6244186727153,32.31898387311963
0.3,2,40,accepted,P,100,Stack,Zonly,0.8133945291974217,0.007298712166757752,0.9902356902356902,0.002102692928753683,178.3012908122193,28.57013031486391
0.3,2,40,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,2,40,accepted,P,100,PhaseNetMatched,Zonly,0.9833249030517619,0.0045454779983777035,0.998989898989899,0.0017495462702716044,25.642933898252885,3.801231470861424
0.3,2,40,accepted,S,100,Stack,Full3C,0.5536385548344082,0.012659033460239073,0.9801346801346801,0.005563202573016301,610.2932352651823,49.96569401126754
0.3,2,40,accepted,S,100,Stack,Zonly,0.26861536601170466,0.015246310948536701,0.9205387205387205,0.023041228432223042,1172.9412204155929,163.52741999777902
0.3,2,40,accepted,S,100,PhaseNetMatched,Full3C,0.5856856861073289,0.03128829036768158,0.9939393939393939,0.008017428215347233,170.1179883945841,8.284308753342895
0.3,2,40,accepted,S,100,PhaseNetMatched,Zonly,0.29947419399474196,0.018041500920815752,0.996969696969697,0.0052486388108147495,504.298952831063,86.00554149224469
0.3,2,40,strict,P,100,Stack,Full3C,0.8306437210611382,0.005851924608008049,0.978114478114478,0.002102692928753683,118.99598940655007,14.025446653543975
0.3,2,40,strict,P,100,Stack,Zonly,0.8141035093300091,0.009722373357285841,0.9777777777777777,0.003641970985317184,151.85540901290582,28.47634307550292
0.3,2,40,strict,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,2,40,strict,P,100,PhaseNetMatched,Zonly,0.983784617651764,0.00490547018966795,0.9939393939393939,0.0030303030303029943,22.60975927151408,4.005127790913652
0.3,2,40,strict,S,100,Stack,Full3C,0.5565362947771029,0.010364819796482303,0.9457912457912458,0.007714773897232043,498.16094399109846,25.199848950244025
0.3,2,40,strict,S,100,Stack,Zonly,0.25713497953392894,0.011203058705736665,0.7080808080808081,0.0582365062844427,1009.6203506003379,220.60591546887846
0.3,2,40,strict,S,100,PhaseNetMatched,Full3C,0.5860135255379979,0.030636245192790786,0.9858585858585859,0.006308078786261049,167.46391412332423,7.814869180022365
0.3,2,40,strict,S,100,PhaseNetMatched,Zonly,0.30018935224341764,0.015133704174674042,0.9787878787878788,0.008017428215347233,468.02879669199115,73.26372135662999
0.3,3,20,accepted,P,100,Stack,Full3C,0.8268024813560109,0.006942314904482195,0.9905723905723907,0.0015429547794464206,166.6244186727153,32.31898387311963
0.3,3,20,accepted,P,100,Stack,Zonly,0.8133945291974217,0.007298712166757752,0.9902356902356902,0.002102692928753683,178.3012908122193,28.57013031486391
0.3,3,20,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,3,20,accepted,P,100,PhaseNetMatched,Zonly,0.9833249030517619,0.0045454779983777035,0.998989898989899,0.0017495462702716044,25.642933898252885,3.801231470861424
0.3,3,20,accepted,S,100,Stack,Full3C,0.5541665212569639,0.012280626098963224,0.9794612794612795,0.005183435797421128,557.3292186294775,14.693953154090039
0.3,3,20,accepted,S,100,Stack,Zonly,0.26861536601170466,0.015246310948536701,0.9205387205387205,0.023041228432223042,1109.6519328893191,90.03376001087618
0.3,3,20,accepted,S,100,PhaseNetMatched,Full3C,0.5856856861073289,0.03128829036768158,0.9939393939393939,0.008017428215347233,170.1179883945841,8.284308753342895
0.3,3,20,accepted,S,100,PhaseNetMatched,Zonly,0.29947419399474196,0.018041500920815752,0.996969696969697,0.0052486388108147495,504.298952831063,86.00554149224469
0.3,3,20,strict,P,100,Stack,Full3C,0.8306437210611382,0.005851924608008049,0.978114478114478,0.002102692928753683,118.99598940655007,14.025446653543975
0.3,3,20,strict,P,100,Stack,Zonly,0.8141035093300091,0.009722373357285841,0.9777777777777777,0.003641970985317184,151.85540901290582,28.47634307550292
0.3,3,20,strict,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,3,20,strict,P,100,PhaseNetMatched,Zonly,0.983784617651764,0.00490547018966795,0.9939393939393939,0.0030303030303029943,22.60975927151408,4.005127790913652
0.3,3,20,strict,S,100,Stack,Full3C,0.5567343966997267,0.010702194703811233,0.9451178451178451,0.008825146412175858,483.8910420141973,11.32912504836335
0.3,3,20,strict,S,100,Stack,Zonly,0.2573325499965353,0.010980529899478257,0.7067340067340068,0.058536493773446815,924.9253763018617,91.61873431031368
0.3,3,20,strict,S,100,PhaseNetMatched,Full3C,0.5860135255379979,0.030636245192790786,0.9858585858585859,0.006308078786261049,167.46391412332423,7.814869180022365
0.3,3,20,strict,S,100,PhaseNetMatched,Zonly,0.30018935224341764,0.015133704174674042,0.9787878787878788,0.008017428215347233,468.02879669199115,73.26372135662999
0.3,3,30,accepted,P,100,Stack,Full3C,0.8268024813560109,0.006942314904482195,0.9905723905723907,0.0015429547794464206,166.6244186727153,32.31898387311963
0.3,3,30,accepted,P,100,Stack,Zonly,0.8133945291974217,0.007298712166757752,0.9902356902356902,0.002102692928753683,178.3012908122193,28.57013031486391
0.3,3,30,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,3,30,accepted,P,100,PhaseNetMatched,Zonly,0.9833249030517619,0.0045454779983777035,0.998989898989899,0.0017495462702716044,25.642933898252885,3.801231470861424
0.3,3,30,accepted,S,100,Stack,Full3C,0.5536385548344082,0.012659033460239073,0.9801346801346801,0.005563202573016301,610.2932352651823,49.96569401126754
0.3,3,30,accepted,S,100,Stack,Zonly,0.26861536601170466,0.015246310948536701,0.9205387205387205,0.023041228432223042,1172.9412204155929,163.52741999777902
0.3,3,30,accepted,S,100,PhaseNetMatched,Full3C,0.5856856861073289,0.03128829036768158,0.9939393939393939,0.008017428215347233,170.1179883945841,8.284308753342895
0.3,3,30,accepted,S,100,PhaseNetMatched,Zonly,0.29947419399474196,0.018041500920815752,0.996969696969697,0.0052486388108147495,504.298952831063,86.00554149224469
0.3,3,30,strict,P,100,Stack,Full3C,0.8306437210611382,0.005851924608008049,0.978114478114478,0.002102692928753683,118.99598940655007,14.025446653543975
0.3,3,30,strict,P,100,Stack,Zonly,0.8141035093300091,0.009722373357285841,0.9777777777777777,0.003641970985317184,151.85540901290582,28.47634307550292
0.3,3,30,strict,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,3,30,strict,P,100,PhaseNetMatched,Zonly,0.983784617651764,0.00490547018966795,0.9939393939393939,0.0030303030303029943,22.60975927151408,4.005127790913652
0.3,3,30,strict,S,100,Stack,Full3C,0.5565362947771029,0.010364819796482303,0.9457912457912458,0.007714773897232043,498.16094399109846,25.199848950244025
0.3,3,30,strict,S,100,Stack,Zonly,0.25713497953392894,0.011203058705736665,0.7080808080808081,0.0582365062844427,1009.6203506003379,220.60591546887846
0.3,3,30,strict,S,100,PhaseNetMatched,Full3C,0.5860135255379979,0.030636245192790786,0.9858585858585859,0.006308078786261049,167.46391412332423,7.814869180022365
0.3,3,30,strict,S,100,PhaseNetMatched,Zonly,0.30018935224341764,0.015133704174674042,0.9787878787878788,0.008017428215347233,468.02879669199115,73.26372135662999
0.3,3,40,accepted,P,100,Stack,Full3C,0.8268024813560109,0.006942314904482195,0.9905723905723907,0.0015429547794464206,166.6244186727153,32.31898387311963
0.3,3,40,accepted,P,100,Stack,Zonly,0.8133945291974217,0.007298712166757752,0.9902356902356902,0.002102692928753683,178.3012908122193,28.57013031486391
0.3,3,40,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,3,40,accepted,P,100,PhaseNetMatched,Zonly,0.9833249030517619,0.0045454779983777035,0.998989898989899,0.0017495462702716044,25.642933898252885,3.801231470861424
0.3,3,40,accepted,S,100,Stack,Full3C,0.5536385548344082,0.012659033460239073,0.9801346801346801,0.005563202573016301,610.2932352651823,49.96569401126754
0.3,3,40,accepted,S,100,Stack,Zonly,0.26861536601170466,0.015246310948536701,0.9205387205387205,0.023041228432223042,1172.9412204155929,163.52741999777902
0.3,3,40,accepted,S,100,PhaseNetMatched,Full3C,0.5856856861073289,0.03128829036768158,0.9939393939393939,0.008017428215347233,170.1179883945841,8.284308753342895
0.3,3,40,accepted,S,100,PhaseNetMatched,Zonly,0.29947419399474196,0.018041500920815752,0.996969696969697,0.0052486388108147495,504.298952831063,86.00554149224469
0.3,3,40,strict,P,100,Stack,Full3C,0.8306437210611382,0.005851924608008049,0.978114478114478,0.002102692928753683,118.99598940655007,14.025446653543975
0.3,3,40,strict,P,100,Stack,Zonly,0.8141035093300091,0.009722373357285841,0.9777777777777777,0.003641970985317184,151.85540901290582,28.47634307550292
0.3,3,40,strict,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,3,40,strict,P,100,PhaseNetMatched,Zonly,0.983784617651764,0.00490547018966795,0.9939393939393939,0.0030303030303029943,22.60975927151408,4.005127790913652
0.3,3,40,strict,S,100,Stack,Full3C,0.5565362947771029,0.010364819796482303,0.9457912457912458,0.007714773897232043,498.16094399109846,25.199848950244025
0.3,3,40,strict,S,100,Stack,Zonly,0.25713497953392894,0.011203058705736665,0.7080808080808081,0.0582365062844427,1009.6203506003379,220.60591546887846
0.3,3,40,strict,S,100,PhaseNetMatched,Full3C,0.5860135255379979,0.030636245192790786,0.9858585858585859,0.006308078786261049,167.46391412332423,7.814869180022365
0.3,3,40,strict,S,100,PhaseNetMatched,Zonly,0.30018935224341764,0.015133704174674042,0.9787878787878788,0.008017428215347233,468.02879669199115,73.26372135662999
0.3,4,20,accepted,P,100,Stack,Full3C,0.8268024813560109,0.006942314904482195,0.9905723905723907,0.0015429547794464206,166.6244186727153,32.31898387311963
0.3,4,20,accepted,P,100,Stack,Zonly,0.8133945291974217,0.007298712166757752,0.9902356902356902,0.002102692928753683,178.3012908122193,28.57013031486391
0.3,4,20,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,4,20,accepted,P,100,PhaseNetMatched,Zonly,0.9833249030517619,0.0045454779983777035,0.998989898989899,0.0017495462702716044,25.642933898252885,3.801231470861424
0.3,4,20,accepted,S,100,Stack,Full3C,0.5541665212569639,0.012280626098963224,0.9794612794612795,0.005183435797421128,557.3292186294775,14.693953154090039
0.3,4,20,accepted,S,100,Stack,Zonly,0.26861536601170466,0.015246310948536701,0.9205387205387205,0.023041228432223042,1109.6519328893191,90.03376001087618
0.3,4,20,accepted,S,100,PhaseNetMatched,Full3C,0.5856856861073289,0.03128829036768158,0.9939393939393939,0.008017428215347233,170.1179883945841,8.284308753342895
0.3,4,20,accepted,S,100,PhaseNetMatched,Zonly,0.29947419399474196,0.018041500920815752,0.996969696969697,0.0052486388108147495,504.298952831063,86.00554149224469
0.3,4,20,strict,P,100,Stack,Full3C,0.8306437210611382,0.005851924608008049,0.978114478114478,0.002102692928753683,118.99598940655007,14.025446653543975
0.3,4,20,strict,P,100,Stack,Zonly,0.8141035093300091,0.009722373357285841,0.9777777777777777,0.003641970985317184,151.85540901290582,28.47634307550292
0.3,4,20,strict,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,4,20,strict,P,100,PhaseNetMatched,Zonly,0.983784617651764,0.00490547018966795,0.9939393939393939,0.0030303030303029943,22.60975927151408,4.005127790913652
0.3,4,20,strict,S,100,Stack,Full3C,0.5567343966997267,0.010702194703811233,0.9451178451178451,0.008825146412175858,483.8910420141973,11.32912504836335
0.3,4,20,strict,S,100,Stack,Zonly,0.2574729642184901,0.010745070663238434,0.7057239057239058,0.058344446301044135,923.7827751753896,89.68942274749516
0.3,4,20,strict,S,100,PhaseNetMatched,Full3C,0.5860135255379979,0.030636245192790786,0.9858585858585859,0.006308078786261049,167.46391412332423,7.814869180022365
0.3,4,20,strict,S,100,PhaseNetMatched,Zonly,0.30018935224341764,0.015133704174674042,0.9787878787878788,0.008017428215347233,468.02879669199115,73.26372135662999
0.3,4,30,accepted,P,100,Stack,Full3C,0.8268024813560109,0.006942314904482195,0.9905723905723907,0.0015429547794464206,166.6244186727153,32.31898387311963
0.3,4,30,accepted,P,100,Stack,Zonly,0.8133945291974217,0.007298712166757752,0.9902356902356902,0.002102692928753683,178.3012908122193,28.57013031486391
0.3,4,30,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,4,30,accepted,P,100,PhaseNetMatched,Zonly,0.9833249030517619,0.0045454779983777035,0.998989898989899,0.0017495462702716044,25.642933898252885,3.801231470861424
0.3,4,30,accepted,S,100,Stack,Full3C,0.5536385548344082,0.012659033460239073,0.9801346801346801,0.005563202573016301,610.2932352651823,49.96569401126754
0.3,4,30,accepted,S,100,Stack,Zonly,0.26861536601170466,0.015246310948536701,0.9205387205387205,0.023041228432223042,1172.9412204155929,163.52741999777902
0.3,4,30,accepted,S,100,PhaseNetMatched,Full3C,0.5856856861073289,0.03128829036768158,0.9939393939393939,0.008017428215347233,170.1179883945841,8.284308753342895
0.3,4,30,accepted,S,100,PhaseNetMatched,Zonly,0.29947419399474196,0.018041500920815752,0.996969696969697,0.0052486388108147495,504.298952831063,86.00554149224469
0.3,4,30,strict,P,100,Stack,Full3C,0.8306437210611382,0.005851924608008049,0.978114478114478,0.002102692928753683,118.99598940655007,14.025446653543975
0.3,4,30,strict,P,100,Stack,Zonly,0.8141035093300091,0.009722373357285841,0.9777777777777777,0.003641970985317184,151.85540901290582,28.47634307550292
0.3,4,30,strict,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,4,30,strict,P,100,PhaseNetMatched,Zonly,0.983784617651764,0.00490547018966795,0.9939393939393939,0.0030303030303029943,22.60975927151408,4.005127790913652
0.3,4,30,strict,S,100,Stack,Full3C,0.5565362947771029,0.010364819796482303,0.9457912457912458,0.007714773897232043,498.16094399109846,25.199848950244025
0.3,4,30,strict,S,100,Stack,Zonly,0.25713497953392894,0.011203058705736665,0.7080808080808081,0.0582365062844427,1009.6203506003379,220.60591546887846
0.3,4,30,strict,S,100,PhaseNetMatched,Full3C,0.5860135255379979,0.030636245192790786,0.9858585858585859,0.006308078786261049,167.46391412332423,7.814869180022365
0.3,4,30,strict,S,100,PhaseNetMatched,Zonly,0.30018935224341764,0.015133704174674042,0.9787878787878788,0.008017428215347233,468.02879669199115,73.26372135662999
0.3,4,40,accepted,P,100,Stack,Full3C,0.8268024813560109,0.006942314904482195,0.9905723905723907,0.0015429547794464206,166.6244186727153,32.31898387311963
0.3,4,40,accepted,P,100,Stack,Zonly,0.8133945291974217,0.007298712166757752,0.9902356902356902,0.002102692928753683,178.3012908122193,28.57013031486391
0.3,4,40,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,4,40,accepted,P,100,PhaseNetMatched,Zonly,0.9833249030517619,0.0045454779983777035,0.998989898989899,0.0017495462702716044,25.642933898252885,3.801231470861424
0.3,4,40,accepted,S,100,Stack,Full3C,0.5536385548344082,0.012659033460239073,0.9801346801346801,0.005563202573016301,610.2932352651823,49.96569401126754
0.3,4,40,accepted,S,100,Stack,Zonly,0.26861536601170466,0.015246310948536701,0.9205387205387205,0.023041228432223042,1172.9412204155929,163.52741999777902
0.3,4,40,accepted,S,100,PhaseNetMatched,Full3C,0.5856856861073289,0.03128829036768158,0.9939393939393939,0.008017428215347233,170.1179883945841,8.284308753342895
0.3,4,40,accepted,S,100,PhaseNetMatched,Zonly,0.29947419399474196,0.018041500920815752,0.996969696969697,0.0052486388108147495,504.298952831063,86.00554149224469
0.3,4,40,strict,P,100,Stack,Full3C,0.8306437210611382,0.005851924608008049,0.978114478114478,0.002102692928753683,118.99598940655007,14.025446653543975
0.3,4,40,strict,P,100,Stack,Zonly,0.8141035093300091,0.009722373357285841,0.9777777777777777,0.003641970985317184,151.85540901290582,28.47634307550292
0.3,4,40,strict,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.3,4,40,strict,P,100,PhaseNetMatched,Zonly,0.983784617651764,0.00490547018966795,0.9939393939393939,0.0030303030303029943,22.60975927151408,4.005127790913652
0.3,4,40,strict,S,100,Stack,Full3C,0.5565362947771029,0.010364819796482303,0.9457912457912458,0.007714773897232043,498.16094399109846,25.199848950244025
0.3,4,40,strict,S,100,Stack,Zonly,0.25713497953392894,0.011203058705736665,0.7080808080808081,0.0582365062844427,1009.6203506003379,220.60591546887846
0.3,4,40,strict,S,100,PhaseNetMatched,Full3C,0.5860135255379979,0.030636245192790786,0.9858585858585859,0.006308078786261049,167.46391412332423,7.814869180022365
0.3,4,40,strict,S,100,PhaseNetMatched,Zonly,0.30018935224341764,0.015133704174674042,0.9787878787878788,0.008017428215347233,468.02879669199115,73.26372135662999
0.4,2,20,accepted,P,100,Stack,Full3C,0.82890972034398,0.0065736942736522586,0.9855218855218856,0.0011663641801810697,144.75808079369094,32.057582394087504
0.4,2,20,accepted,P,100,Stack,Zonly,0.8133559842335244,0.007208677784376444,0.9861952861952862,0.0011663641801810697,166.71752499214315,26.30788211358611
0.4,2,20,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.4,2,20,accepted,P,100,PhaseNetMatched,Zonly,0.9838199904967735,0.003828581162268285,0.997979797979798,0.0017495462702716044,24.598292959994925,2.718884593688873
0.4,2,20,accepted,S,100,Stack,Full3C,0.5537884093807365,0.013148133016414014,0.9663299663299664,0.004665456720724279,533.8990494807948,7.50445781423514
0.4,2,20,accepted,S,100,Stack,Zonly,0.2684633104220518,0.015733482948095977,0.8565656565656566,0.02812002203449507,1032.847174697497,61.707074193247095
0.4,2,20,accepted,S,100,PhaseNetMatched,Full3C,0.5862613352704574,0.030822228471061877,0.9919191919191919,0.006308078786260987,169.16094595596408,7.392039290142962
0.4,2,20,accepted,S,100,PhaseNetMatched,Zonly,0.29892579140803954,0.016706035215320846,0.9939393939393939,0.008017428215347233,491.8082210933275,96.91995082947638
0.4,2,20,strict,P,100,Stack,Full3C,0.8304579535720282,0.007096273931644358,0.9720538720538721,0.004082274630633693,118.60683743252697,14.071694875731632
0.4,2,20,strict,P,100,Stack,Zonly,0.8136796240566584,0.009556553170497745,0.9696969696969697,0.002020202020202033,129.46871972274784,2.547074061263368
0.4,2,20,strict,P,100,PhaseNetMatched,Full3C,0.9828098615332658,0.0017657158011027076,0.997979797979798,0.003499092540543209,34.472714954422116,6.392251627654092
0.4,2,20,strict,P,100,PhaseNetMatched,Zonly,0.9832664332461757,0.005515551932827642,0.9929292929292929,0.004628864338339201,22.575519763812533,3.9551930816842353
0.4,2,20,strict,S,100,Stack,Full3C,0.5577235389982775,0.008903172360812088,0.9104377104377105,0.024101724132219896,448.6306855281825,19.191205842240738
0.4,2,20,strict,S,100,Stack,Zonly,0.25493897382755043,0.01234804098407922,0.5380471380471381,0.07474974971513003,658.1118012403132,123.61334548298672
0.4,2,20,strict,S,100,PhaseNetMatched,Full3C,0.5841838649155723,0.027238451677572238,0.9818181818181818,0.010497277621629563,167.29856850715743,6.659198584717888
0.4,2,20,strict,S,100,PhaseNetMatched,Zonly,0.30137970652642365,0.0154283943106363,0.9434343434343434,0.01723103243356766,392.8305620877248,54.79947381029126
0.4,2,30,accepted,P,100,Stack,Full3C,0.82890972034398,0.0065736942736522586,0.9855218855218856,0.0011663641801810697,144.75808079369094,32.057582394087504
0.4,2,30,accepted,P,100,Stack,Zonly,0.8133559842335244,0.007208677784376444,0.9861952861952862,0.0011663641801810697,166.71752499214315,26.30788211358611
0.4,2,30,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.4,2,30,accepted,P,100,PhaseNetMatched,Zonly,0.9838199904967735,0.003828581162268285,0.997979797979798,0.0017495462702716044,24.598292959994925,2.718884593688873
0.4,2,30,accepted,S,100,Stack,Full3C,0.5535030139374784,0.0128808031453932,0.9673400673400674,0.004773551137628928,564.8833431236767,22.65050457818129
0.4,2,30,accepted,S,100,Stack,Zonly,0.2684633104220518,0.015733482948095977,0.8565656565656566,0.02812002203449507,1100.9072605388242,153.98152522066442
0.4,2,30,accepted,S,100,PhaseNetMatched,Full3C,0.5862613352704574,0.030822228471061877,0.9919191919191919,0.006308078786260987,169.16094595596408,7.392039290142962
0.4,2,30,accepted,S,100,PhaseNetMatched,Zonly,0.29892579140803954,0.016706035215320846,0.9939393939393939,0.008017428215347233,491.8082210933275,96.91995082947638
0.4,2,30,strict,P,100,Stack,Full3C,0.8304579535720282,0.007096273931644358,0.9720538720538721,0.004082274630633693,118.60683743252697,14.071694875731632
0.4,2,30,strict,P,100,Stack,Zonly,0.8136796240566584,0.009556553170497745,0.9696969696969697,0.002020202020202033,129.46871972274784,2.547074061263368
0.4,2,30,strict,P,100,PhaseNetMatched,Full3C,0.9828098615332658,0.0017657158011027076,0.997979797979798,0.003499092540543209,34.472714954422116,6.392251627654092
0.4,2,30,strict,P,100,PhaseNetMatched,Zonly,0.9832664332461757,0.005515551932827642,0.9929292929292929,0.004628864338339201,22.575519763812533,3.9551930816842353
0.4,2,30,strict,S,100,Stack,Full3C,0.5577235389982775,0.008903172360812088,0.9104377104377105,0.024101724132219896,452.8724741174063,14.567030323697685
0.4,2,30,strict,S,100,Stack,Zonly,0.2546205111397458,0.012612078503258005,0.54006734006734,0.07614267999551656,734.2111511688861,255.1502224553382
0.4,2,30,strict,S,100,PhaseNetMatched,Full3C,0.5841838649155723,0.027238451677572238,0.9818181818181818,0.010497277621629563,167.29856850715743,6.659198584717888
0.4,2,30,strict,S,100,PhaseNetMatched,Zonly,0.30137970652642365,0.0154283943106363,0.9434343434343434,0.01723103243356766,392.8305620877248,54.79947381029126
0.4,2,40,accepted,P,100,Stack,Full3C,0.82890972034398,0.0065736942736522586,0.9855218855218856,0.0011663641801810697,144.75808079369094,32.057582394087504
0.4,2,40,accepted,P,100,Stack,Zonly,0.8133559842335244,0.007208677784376444,0.9861952861952862,0.0011663641801810697,166.71752499214315,26.30788211358611
0.4,2,40,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.4,2,40,accepted,P,100,PhaseNetMatched,Zonly,0.9838199904967735,0.003828581162268285,0.997979797979798,0.0017495462702716044,24.598292959994925,2.718884593688873
0.4,2,40,accepted,S,100,Stack,Full3C,0.5535030139374784,0.0128808031453932,0.9673400673400674,0.004773551137628928,564.8833431236767,22.65050457818129
0.4,2,40,accepted,S,100,Stack,Zonly,0.2684633104220518,0.015733482948095977,0.8565656565656566,0.02812002203449507,1100.9072605388242,153.98152522066442
0.4,2,40,accepted,S,100,PhaseNetMatched,Full3C,0.5862613352704574,0.030822228471061877,0.9919191919191919,0.006308078786260987,169.16094595596408,7.392039290142962
0.4,2,40,accepted,S,100,PhaseNetMatched,Zonly,0.29892579140803954,0.016706035215320846,0.9939393939393939,0.008017428215347233,491.8082210933275,96.91995082947638
0.4,2,40,strict,P,100,Stack,Full3C,0.8304579535720282,0.007096273931644358,0.9720538720538721,0.004082274630633693,118.60683743252697,14.071694875731632
0.4,2,40,strict,P,100,Stack,Zonly,0.8136796240566584,0.009556553170497745,0.9696969696969697,0.002020202020202033,129.46871972274784,2.547074061263368
0.4,2,40,strict,P,100,PhaseNetMatched,Full3C,0.9828098615332658,0.0017657158011027076,0.997979797979798,0.003499092540543209,34.472714954422116,6.392251627654092
0.4,2,40,strict,P,100,PhaseNetMatched,Zonly,0.9832664332461757,0.005515551932827642,0.9929292929292929,0.004628864338339201,22.575519763812533,3.9551930816842353
0.4,2,40,strict,S,100,Stack,Full3C,0.5577235389982775,0.008903172360812088,0.9104377104377105,0.024101724132219896,452.8724741174063,14.567030323697685
0.4,2,40,strict,S,100,Stack,Zonly,0.2546205111397458,0.012612078503258005,0.54006734006734,0.07614267999551656,734.2111511688861,255.1502224553382
0.4,2,40,strict,S,100,PhaseNetMatched,Full3C,0.5841838649155723,0.027238451677572238,0.9818181818181818,0.010497277621629563,167.29856850715743,6.659198584717888
0.4,2,40,strict,S,100,PhaseNetMatched,Zonly,0.30137970652642365,0.0154283943106363,0.9434343434343434,0.01723103243356766,392.8305620877248,54.79947381029126
0.4,3,20,accepted,P,100,Stack,Full3C,0.82890972034398,0.0065736942736522586,0.9855218855218856,0.0011663641801810697,144.75808079369094,32.057582394087504
0.4,3,20,accepted,P,100,Stack,Zonly,0.8133559842335244,0.007208677784376444,0.9861952861952862,0.0011663641801810697,166.71752499214315,26.30788211358611
0.4,3,20,accepted,P,100,PhaseNetMatched,Full3C,0.9833249030517619,0.001515221872468874,0.998989898989899,0.0017495462702716044,34.46866844739169,6.39271010984647
0.4,3,20,accepted,P,100,PhaseNetMatched,Zonly,0.9838199904967735,0.003828581162268285,0.997979797979798,0.0017495462702716044,24.598292959994925,2.718884593688873
0.4,3,20,accepted,S,100,Stack,Full3C,0.5537884093807365,0.013148133016414014,0.9663299663299664,0.004665456720724279,533.8990494807948,7.50445781423514
