Method,Mode,BaseSeed,MetaSeed,Policy,Phase,Tolerance_ms,N,N_accepted,N_strict_detected,TP,FP,FN,Precision,Recall,F1,AcceptedCoverage,MAE_ms,MedAE_ms,RMSE_ms,OutlierRate1s
Stack,Zonly,42,43,strict,S,100,335,242,242,98,144,237,0.4049586776859504,0.29253731343283584,0.3396880415944541,0.7223880597014926,672.1900826446282,150.00000000000034,1896.5036338108746,0.09504132231404959
Stack,Zonly,42,43,strict,S,200,335,242,242,132,110,203,0.5454545454545454,0.3940298507462687,0.45753899480069327,0.7223880597014926,672.1900826446282,150.00000000000034,1896.5036338108746,0.09504132231404959
Stack,Zonly,42,44,accepted,P,50,335,334,333,246,88,89,0.7365269461077845,0.7343283582089553,0.7354260089686099,0.9970149253731343,109.64071856287414,29.99999999999936,748.7482568232185,0.005988023952095809
Stack,Zonly,42,44,accepted,P,100,335,334,333,291,43,44,0.8712574850299402,0.8686567164179104,0.8699551569506726,0.9970149253731343,109.64071856287414,29.99999999999936,748.7482568232185,0.005988023952095809
Stack,Zonly,42,44,accepted,P,200,335,334,333,311,23,24,0.9311377245508982,0.9283582089552239,0.929745889387145,0.9970149253731343,109.64071856287414,29.99999999999936,748.7482568232185,0.005988023952095809
Stack,Zonly,42,44,accepted,S,50,335,307,255,58,249,277,0.18892508143322476,0.17313432835820897,0.1806853582554517,0.9164179104477612,995.1465798045602,220.00000000000063,2359.313721781192,0.17263843648208468
Stack,Zonly,42,44,accepted,S,100,335,307,255,105,202,230,0.34201954397394135,0.31343283582089554,0.32710280373831774,0.9164179104477612,995.1465798045602,220.00000000000063,2359.313721781192,0.17263843648208468
Stack,Zonly,42,44,accepted,S,200,335,307,255,148,159,187,0.4820846905537459,0.4417910447761194,0.46105919003115264,0.9164179104477612,995.1465798045602,220.00000000000063,2359.313721781192,0.17263843648208468
Stack,Zonly,42,44,strict,P,50,335,333,333,246,87,89,0.7387387387387387,0.7343283582089553,0.7365269461077845,0.9940298507462687,72.28228228228217,29.99999999999936,298.87627377733924,0.003003003003003003
Stack,Zonly,42,44,strict,P,100,335,333,333,291,42,44,0.8738738738738738,0.8686567164179104,0.8712574850299402,0.9940298507462687,72.28228228228217,29.99999999999936,298.87627377733924,0.003003003003003003
Stack,Zonly,42,44,strict,P,200,335,333,333,311,22,24,0.933933933933934,0.9283582089552239,0.9311377245508982,0.9940298507462687,72.28228228228217,29.99999999999936,298.87627377733924,0.003003003003003003
Stack,Zonly,42,44,strict,S,50,335,255,255,57,198,278,0.2235294117647059,0.1701492537313433,0.19322033898305085,0.7611940298507462,703.7647058823529,180.00000000000148,1790.578830719164,0.10980392156862745
Stack,Zonly,42,44,strict,S,100,335,255,255,98,157,237,0.3843137254901961,0.29253731343283584,0.33220338983050846,0.7611940298507462,703.7647058823529,180.00000000000148,1790.578830719164,0.10980392156862745
Stack,Zonly,42,44,strict,S,200,335,255,255,134,121,201,0.5254901960784314,0.4,0.4542372881355932,0.7611940298507462,703.7647058823529,180.00000000000148,1790.578830719164,0.10980392156862745
Stack,Zonly,43,42,accepted,P,50,335,334,333,250,84,85,0.7485029940119761,0.746268656716418,0.7473841554559043,0.9970149253731343,104.31137724550888,19.999999999999574,742.8162948564009,0.005988023952095809
Stack,Zonly,43,42,accepted,P,100,335,334,333,293,41,42,0.8772455089820359,0.8746268656716418,0.8759342301943199,0.9970149253731343,104.31137724550888,19.999999999999574,742.8162948564009,0.005988023952095809
Stack,Zonly,43,42,accepted,P,200,335,334,333,311,23,24,0.9311377245508982,0.9283582089552239,0.929745889387145,0.9970149253731343,104.31137724550888,19.999999999999574,742.8162948564009,0.005988023952095809
Stack,Zonly,43,42,accepted,S,50,335,322,265,68,254,267,0.2111801242236025,0.20298507462686566,0.2070015220700152,0.9611940298507463,907.9192546583851,220.00000000000153,2304.1781520797695,0.15217391304347827
Stack,Zonly,43,42,accepted,S,100,335,322,265,108,214,227,0.33540372670807456,0.32238805970149254,0.3287671232876712,0.9611940298507463,907.9192546583851,220.00000000000153,2304.1781520797695,0.15217391304347827
Stack,Zonly,43,42,accepted,S,200,335,322,265,156,166,179,0.484472049689441,0.46567164179104475,0.4748858447488584,0.9611940298507463,907.9192546583851,220.00000000000153,2304.1781520797695,0.15217391304347827
Stack,Zonly,43,42,strict,P,50,335,333,333,250,83,85,0.7507507507507507,0.746268656716418,0.7485029940119761,0.9940298507462687,67.17717717717707,19.999999999999574,294.0465326497889,0.003003003003003003
Stack,Zonly,43,42,strict,P,100,335,333,333,293,40,42,0.8798798798798799,0.8746268656716418,0.8772455089820359,0.9940298507462687,67.17717717717707,19.999999999999574,294.0465326497889,0.003003003003003003
Stack,Zonly,43,42,strict,P,200,335,333,333,311,22,24,0.933933933933934,0.9283582089552239,0.9311377245508982,0.9940298507462687,67.17717717717707,19.999999999999574,294.0465326497889,0.003003003003003003
Stack,Zonly,43,42,strict,S,50,335,265,265,63,202,272,0.23773584905660378,0.1880597014925373,0.21,0.7910447761194029,568.3018867924528,169.99999999999994,1632.3380615454053,0.08679245283018867
Stack,Zonly,43,42,strict,S,100,335,265,265,100,165,235,0.37735849056603776,0.29850746268656714,0.3333333333333333,0.7910447761194029,568.3018867924528,169.99999999999994,1632.3380615454053,0.08679245283018867
Stack,Zonly,43,42,strict,S,200,335,265,265,138,127,197,0.5207547169811321,0.41194029850746267,0.46,0.7910447761194029,568.3018867924528,169.99999999999994,1632.3380615454053,0.08679245283018867
Stack,Zonly,43,43,accepted,P,50,335,334,331,248,86,87,0.7425149700598802,0.7402985074626866,0.7414050822122571,0.9970149253731343,165.8682634730538,19.999999999999574,1830.8884986832973,0.005988023952095809
Stack,Zonly,43,43,accepted,P,100,335,334,331,294,40,41,0.8802395209580839,0.8776119402985074,0.8789237668161435,0.9970149253731343,165.8682634730538,19.999999999999574,1830.8884986832973,0.005988023952095809
Stack,Zonly,43,43,accepted,P,200,335,334,331,310,24,25,0.9281437125748503,0.9253731343283582,0.9267563527653214,0.9970149253731343,165.8682634730538,19.999999999999574,1830.8884986832973,0.005988023952095809
Stack,Zonly,43,43,accepted,S,50,335,316,249,73,243,262,0.2310126582278481,0.21791044776119403,0.22427035330261136,0.9432835820895522,916.8987341772151,200.00000000000063,2457.330289541627,0.14240506329113925
Stack,Zonly,43,43,accepted,S,100,335,316,249,111,205,224,0.3512658227848101,0.33134328358208953,0.34101382488479265,0.9432835820895522,916.8987341772151,200.00000000000063,2457.330289541627,0.14240506329113925
Stack,Zonly,43,43,accepted,S,200,335,316,249,159,157,176,0.5031645569620253,0.4746268656716418,0.48847926267281105,0.9432835820895522,916.8987341772151,200.00000000000063,2457.330289541627,0.14240506329113925
Stack,Zonly,43,43,strict,P,50,335,331,331,248,83,87,0.7492447129909365,0.7402985074626866,0.7447447447447447,0.9880597014925373,66.61631419939566,19.999999999999574,293.8292864008416,0.0030211480362537764
Stack,Zonly,43,43,strict,P,100,335,331,331,293,38,42,0.8851963746223565,0.8746268656716418,0.8798798798798799,0.9880597014925373,66.61631419939566,19.999999999999574,293.8292864008416,0.0030211480362537764
Stack,Zonly,43,43,strict,P,200,335,331,331,309,22,26,0.9335347432024169,0.9223880597014925,0.9279279279279279,0.9880597014925373,66.61631419939566,19.999999999999574,293.8292864008416,0.0030211480362537764
Stack,Zonly,43,43,strict,S,50,335,249,249,65,184,270,0.26104417670682734,0.19402985074626866,0.2226027397260274,0.7432835820895523,490.8032128514056,179.99999999999972,1303.8976171402169,0.07630522088353414
Stack,Zonly,43,43,strict,S,100,335,249,249,98,151,237,0.39357429718875503,0.29253731343283584,0.3356164383561644,0.7432835820895523,490.8032128514056,179.99999999999972,1303.8976171402169,0.07630522088353414
Stack,Zonly,43,43,strict,S,200,335,249,249,136,113,199,0.5461847389558233,0.4059701492537313,0.4657534246575342,0.7432835820895523,490.8032128514056,179.99999999999972,1303.8976171402169,0.07630522088353414
Stack,Zonly,43,44,accepted,P,50,335,335,333,251,84,84,0.7492537313432835,0.7492537313432835,0.7492537313432835,1.0,203.61194029850734,19.999999999999574,1961.8729248181005,0.008955223880597015
Stack,Zonly,43,44,accepted,P,100,335,335,333,295,40,40,0.8805970149253731,0.8805970149253731,0.8805970149253731,1.0,203.61194029850734,19.999999999999574,1961.8729248181005,0.008955223880597015
Stack,Zonly,43,44,accepted,P,200,335,335,333,315,20,20,0.9402985074626866,0.9402985074626866,0.9402985074626866,1.0,203.61194029850734,19.999999999999574,1961.8729248181005,0.008955223880597015
Stack,Zonly,43,44,accepted,S,50,335,310,249,71,239,264,0.22903225806451613,0.21194029850746268,0.22015503875968992,0.9253731343283582,1010.0,219.99999999999886,2591.65609028717,0.16451612903225807
Stack,Zonly,43,44,accepted,S,100,335,310,249,110,200,225,0.3548387096774194,0.3283582089552239,0.34108527131782945,0.9253731343283582,1010.0,219.99999999999886,2591.65609028717,0.16451612903225807
Stack,Zonly,43,44,accepted,S,200,335,310,249,154,156,181,0.4967741935483871,0.4597014925373134,0.47751937984496123,0.9253731343283582,1010.0,219.99999999999886,2591.65609028717,0.16451612903225807
Stack,Zonly,43,44,strict,P,50,335,333,333,251,82,84,0.7537537537537538,0.7492537313432835,0.7514970059880239,0.9940298507462687,67.4174174174173,19.999999999999574,295.05483788163406,0.003003003003003003
Stack,Zonly,43,44,strict,P,100,335,333,333,295,38,40,0.8858858858858859,0.8805970149253731,0.8832335329341318,0.9940298507462687,67.4174174174173,19.999999999999574,295.05483788163406,0.003003003003003003
Stack,Zonly,43,44,strict,P,200,335,333,333,315,18,20,0.9459459459459459,0.9402985074626866,0.9431137724550899,0.9940298507462687,67.4174174174173,19.999999999999574,295.05483788163406,0.003003003003003003
Stack,Zonly,43,44,strict,S,50,335,249,249,63,186,272,0.25301204819277107,0.1880597014925373,0.21575342465753425,0.7432835820895523,634.3373493975904,169.99999999999994,1687.2801954125243,0.10040160642570281
Stack,Zonly,43,44,strict,S,100,335,249,249,99,150,236,0.39759036144578314,0.2955223880597015,0.339041095890411,0.7432835820895523,634.3373493975904,169.99999999999994,1687.2801954125243,0.10040160642570281
Stack,Zonly,43,44,strict,S,200,335,249,249,133,116,202,0.5341365461847389,0.3970149253731343,0.4554794520547945,0.7432835820895523,634.3373493975904,169.99999999999994,1687.2801954125243,0.10040160642570281
Stack,Zonly,44,42,accepted,P,50,335,333,327,246,87,89,0.7387387387387387,0.7343283582089553,0.7365269461077845,0.9940298507462687,68.40840840840828,19.999999999999574,293.9622659693142,0.003003003003003003
Stack,Zonly,44,42,accepted,P,100,335,333,327,292,41,43,0.8768768768768769,0.8716417910447761,0.874251497005988,0.9940298507462687,68.40840840840828,19.999999999999574,293.9622659693142,0.003003003003003003
Stack,Zonly,44,42,accepted,P,200,335,333,327,311,22,24,0.933933933933934,0.9283582089552239,0.9311377245508982,0.9940298507462687,68.40840840840828,19.999999999999574,293.9622659693142,0.003003003003003003
Stack,Zonly,44,42,accepted,S,50,335,310,256,66,244,269,0.2129032258064516,0.19701492537313434,0.20465116279069767,0.9253731343283582,896.3870967741935,180.0000000000006,2299.8500652391767,0.13870967741935483
Stack,Zonly,44,42,accepted,S,100,335,310,256,114,196,221,0.36774193548387096,0.3402985074626866,0.35348837209302325,0.9253731343283582,896.3870967741935,180.0000000000006,2299.8500652391767,0.13870967741935483
Stack,Zonly,44,42,accepted,S,200,335,310,256,163,147,172,0.5258064516129032,0.48656716417910445,0.5054263565891473,0.9253731343283582,896.3870967741935,180.0000000000006,2299.8500652391767,0.13870967741935483
Stack,Zonly,44,42,strict,P,50,335,327,327,243,84,92,0.7431192660550459,0.7253731343283583,0.7341389728096677,0.9761194029850746,68.22629969418946,19.999999999999574,296.28948981308855,0.0030581039755351682
Stack,Zonly,44,42,strict,P,100,335,327,327,287,40,48,0.8776758409785933,0.8567164179104477,0.8670694864048338,0.9761194029850746,68.22629969418946,19.999999999999574,296.28948981308855,0.0030581039755351682
Stack,Zonly,44,42,strict,P,200,335,327,327,306,21,29,0.9357798165137615,0.9134328358208955,0.9244712990936556,0.9761194029850746,68.22629969418946,19.999999999999574,296.28948981308855,0.0030581039755351682
Stack,Zonly,44,42,strict,S,50,335,256,256,60,196,275,0.234375,0.1791044776119403,0.20304568527918782,0.764179104477612,546.6796875,150.00000000000034,1558.1142197781908,0.078125
Stack,Zonly,44,42,strict,S,100,335,256,256,103,153,232,0.40234375,0.3074626865671642,0.34856175972927245,0.764179104477612,546.6796875,150.00000000000034,1558.1142197781908,0.078125
Stack,Zonly,44,42,strict,S,200,335,256,256,144,112,191,0.5625,0.4298507462686567,0.4873096446700508,0.764179104477612,546.6796875,150.00000000000034,1558.1142197781908,0.078125
Stack,Zonly,44,43,accepted,P,50,335,334,327,247,87,88,0.7395209580838323,0.7373134328358208,0.7384155455904334,0.9970149253731343,104.07185628742502,19.999999999999574,742.0351525801663,0.005988023952095809
Stack,Zonly,44,43,accepted,P,100,335,334,327,292,42,43,0.874251497005988,0.8716417910447761,0.8729446935724963,0.9970149253731343,104.07185628742502,19.999999999999574,742.0351525801663,0.005988023952095809
Stack,Zonly,44,43,accepted,P,200,335,334,327,315,19,20,0.9431137724550899,0.9402985074626866,0.9417040358744395,0.9970149253731343,104.07185628742502,19.999999999999574,742.0351525801663,0.005988023952095809
Stack,Zonly,44,43,accepted,S,50,335,317,255,69,248,266,0.21766561514195584,0.20597014925373133,0.2116564417177914,0.9462686567164179,849.968454258675,190.0000000000004,2283.915504467217,0.13564668769716087
Stack,Zonly,44,43,accepted,S,100,335,317,255,115,202,220,0.3627760252365931,0.34328358208955223,0.35276073619631904,0.9462686567164179,849.968454258675,190.0000000000004,2283.915504467217,0.13564668769716087
Stack,Zonly,44,43,accepted,S,200,335,317,255,161,156,174,0.5078864353312302,0.48059701492537316,0.4938650306748466,0.9462686567164179,849.968454258675,190.0000000000004,2283.915504467217,0.13564668769716087
Stack,Zonly,44,43,strict,P,50,335,327,327,245,82,90,0.7492354740061162,0.7313432835820896,0.7401812688821753,0.9761194029850746,66.9418960244647,19.999999999999574,295.82156370609096,0.0030581039755351682
Stack,Zonly,44,43,strict,P,100,335,327,327,287,40,48,0.8776758409785933,0.8567164179104477,0.8670694864048338,0.9761194029850746,66.9418960244647,19.999999999999574,295.82156370609096,0.0030581039755351682
Stack,Zonly,44,43,strict,P,200,335,327,327,309,18,26,0.944954128440367,0.9223880597014925,0.9335347432024169,0.9761194029850746,66.9418960244647,19.999999999999574,295.82156370609096,0.0030581039755351682
Stack,Zonly,44,43,strict,S,50,335,255,255,64,191,271,0.25098039215686274,0.191044776119403,0.21694915254237288,0.7611940298507462,567.2549019607843,150.00000000000034,1587.277975828122,0.08627450980392157
Stack,Zonly,44,43,strict,S,100,335,255,255,103,152,232,0.403921568627451,0.3074626865671642,0.34915254237288135,0.7611940298507462,567.2549019607843,150.00000000000034,1587.277975828122,0.08627450980392157
Stack,Zonly,44,43,strict,S,200,335,255,255,141,114,194,0.5529411764705883,0.4208955223880597,0.47796610169491527,0.7611940298507462,567.2549019607843,150.00000000000034,1587.277975828122,0.08627450980392157
Stack,Zonly,44,44,accepted,P,50,335,335,332,246,89,89,0.7343283582089553,0.7343283582089553,0.7343283582089553,1.0,205.9402985074626,19.999999999999574,1959.4483689160481,0.008955223880597015
Stack,Zonly,44,44,accepted,P,100,335,335,332,291,44,44,0.8686567164179104,0.8686567164179104,0.8686567164179104,1.0,205.9402985074626,19.999999999999574,1959.4483689160481,0.008955223880597015
Stack,Zonly,44,44,accepted,P,200,335,335,332,310,25,25,0.9253731343283582,0.9253731343283582,0.9253731343283582,1.0,205.9402985074626,19.999999999999574,1959.4483689160481,0.008955223880597015
Stack,Zonly,44,44,accepted,S,50,335,313,248,59,254,276,0.18849840255591055,0.1761194029850746,0.18209876543209877,0.9343283582089552,961.0543130990416,200.00000000000108,2456.8448427749054,0.15654952076677317
Stack,Zonly,44,44,accepted,S,100,335,313,248,110,203,225,0.3514376996805112,0.3283582089552239,0.3395061728395062,0.9343283582089552,961.0543130990416,200.00000000000108,2456.8448427749054,0.15654952076677317
Stack,Zonly,44,44,accepted,S,200,335,313,248,158,155,177,0.5047923322683706,0.4716417910447761,0.4876543209876543,0.9343283582089552,961.0543130990416,200.00000000000108,2456.8448427749054,0.15654952076677317
Stack,Zonly,44,44,strict,P,50,335,332,332,246,86,89,0.7409638554216867,0.7343283582089553,0.7376311844077961,0.991044776119403,69.69879518072278,19.999999999999574,296.0787912066814,0.0030120481927710845
Stack,Zonly,44,44,strict,P,100,335,332,332,291,41,44,0.8765060240963856,0.8686567164179104,0.8725637181409296,0.991044776119403,69.69879518072278,19.999999999999574,296.0787912066814,0.0030120481927710845
Stack,Zonly,44,44,strict,P,200,335,332,332,309,23,26,0.9307228915662651,0.9223880597014925,0.9265367316341829,0.991044776119403,69.69879518072278,19.999999999999574,296.0787912066814,0.0030120481927710845
Stack,Zonly,44,44,strict,S,50,335,248,248,52,196,283,0.20967741935483872,0.15522388059701492,0.1783876500857633,0.7402985074626866,601.3709677419354,160.00000000000014,1528.0532628784733,0.10080645161290322
Stack,Zonly,44,44,strict,S,100,335,248,248,96,152,239,0.3870967741935484,0.2865671641791045,0.3293310463121784,0.7402985074626866,601.3709677419354,160.00000000000014,1528.0532628784733,0.10080645161290322
Stack,Zonly,44,44,strict,S,200,335,248,248,137,111,198,0.5524193548387096,0.408955223880597,0.4699828473413379,0.7402985074626866,601.3709677419354,160.00000000000014,1528.0532628784733,0.10080645161290322
PhaseNetMatched,Full3C,42,,accepted,P,50,335,334,333,317,17,18,0.9491017964071856,0.9462686567164179,0.9476831091180867,0.9970149253731343,21.70658682634723,0.0,106.77498866116919,0.0029940119760479044
PhaseNetMatched,Full3C,42,,accepted,P,100,335,334,333,321,13,14,0.9610778443113772,0.9582089552238806,0.9596412556053812,0.9970149253731343,21.70658682634723,0.0,106.77498866116919,0.0029940119760479044
PhaseNetMatched,Full3C,42,,accepted,P,200,335,334,333,328,6,7,0.9820359281437125,0.9791044776119403,0.9805680119581465,0.9970149253731343,21.70658682634723,0.0,106.77498866116919,0.0029940119760479044
PhaseNetMatched,Full3C,42,,accepted,S,50,335,333,330,142,191,193,0.4264264264264264,0.42388059701492536,0.4251497005988024,0.9940298507462687,204.3543543543543,60.000000000002274,782.2403722641782,0.015015015015015015
PhaseNetMatched,Full3C,42,,accepted,S,100,335,333,330,216,117,119,0.6486486486486487,0.6447761194029851,0.6467065868263473,0.9940298507462687,204.3543543543543,60.000000000002274,782.2403722641782,0.015015015015015015
PhaseNetMatched,Full3C,42,,accepted,S,200,335,333,330,268,65,67,0.8048048048048048,0.8,0.8023952095808383,0.9940298507462687,204.3543543543543,60.000000000002274,782.2403722641782,0.015015015015015015
PhaseNetMatched,Full3C,42,,strict,P,50,335,333,333,317,16,18,0.9519519519519519,0.9462686567164179,0.9491017964071856,0.9940298507462687,21.231231231231153,0.0,106.47928360877448,0.003003003003003003
PhaseNetMatched,Full3C,42,,strict,P,100,335,333,333,321,12,14,0.963963963963964,0.9582089552238806,0.9610778443113772,0.9940298507462687,21.231231231231153,0.0,106.47928360877448,0.003003003003003003
PhaseNetMatched,Full3C,42,,strict,P,200,335,333,333,327,6,8,0.9819819819819819,0.9761194029850746,0.9790419161676647,0.9940298507462687,21.231231231231153,0.0,106.47928360877448,0.003003003003003003
PhaseNetMatched,Full3C,42,,strict,S,50,335,330,330,142,188,193,0.4303030303030303,0.42388059701492536,0.4270676691729323,0.9850746268656716,170.81818181818178,60.0000000000005,512.2744884484796,0.012121212121212121
PhaseNetMatched,Full3C,42,,strict,S,100,335,330,330,216,114,119,0.6545454545454545,0.6447761194029851,0.649624060150376,0.9850746268656716,170.81818181818178,60.0000000000005,512.2744884484796,0.012121212121212121
PhaseNetMatched,Full3C,42,,strict,S,200,335,330,330,267,63,68,0.8090909090909091,0.7970149253731343,0.8030075187969925,0.9850746268656716,170.81818181818178,60.0000000000005,512.2744884484796,0.012121212121212121
PhaseNetMatched,Full3C,43,,accepted,P,50,335,334,334,318,16,17,0.9520958083832335,0.9492537313432836,0.9506726457399103,0.9970149253731343,22.335329341317255,0.0,101.99506856694609,0.008982035928143712
PhaseNetMatched,Full3C,43,,accepted,P,100,335,334,334,323,11,12,0.9670658682634731,0.9641791044776119,0.9656203288490284,0.9970149253731343,22.335329341317255,0.0,101.99506856694609,0.008982035928143712
PhaseNetMatched,Full3C,43,,accepted,P,200,335,334,334,330,4,5,0.9880239520958084,0.9850746268656716,0.9865470852017937,0.9970149253731343,22.335329341317255,0.0,101.99506856694609,0.008982035928143712
PhaseNetMatched,Full3C,43,,accepted,S,50,335,333,332,150,183,185,0.45045045045045046,0.44776119402985076,0.4491017964071856,0.9940298507462687,221.56156156156158,69.99999999999851,924.5714858421888,0.012012012012012012
PhaseNetMatched,Full3C,43,,accepted,S,100,335,333,332,208,125,127,0.6246246246246246,0.6208955223880597,0.6227544910179641,0.9940298507462687,221.56156156156158,69.99999999999851,924.5714858421888,0.012012012012012012
PhaseNetMatched,Full3C,43,,accepted,S,200,335,333,332,264,69,71,0.7927927927927928,0.7880597014925373,0.7904191616766467,0.9940298507462687,221.56156156156158,69.99999999999851,924.5714858421888,0.012012012012012012
PhaseNetMatched,Full3C,43,,strict,P,50,335,334,334,318,16,17,0.9520958083832335,0.9492537313432836,0.9506726457399103,0.9970149253731343,22.335329341317255,0.0,101.99506856694609,0.008982035928143712
PhaseNetMatched,Full3C,43,,strict,P,100,335,334,334,323,11,12,0.9670658682634731,0.9641791044776119,0.9656203288490284,0.9970149253731343,22.335329341317255,0.0,101.99506856694609,0.008982035928143712
PhaseNetMatched,Full3C,43,,strict,P,200,335,334,334,330,4,5,0.9880239520958084,0.9850746268656716,0.9865470852017937,0.9970149253731343,22.335329341317255,0.0,101.99506856694609,0.008982035928143712
PhaseNetMatched,Full3C,43,,strict,S,50,335,332,332,150,182,185,0.45180722891566266,0.44776119402985076,0.4497751124437781,0.991044776119403,194.33734939759034,65.0000000000004,774.0357390335442,0.009036144578313253
PhaseNetMatched,Full3C,43,,strict,S,100,335,332,332,208,124,127,0.6265060240963856,0.6208955223880597,0.623688155922039,0.991044776119403,194.33734939759034,65.0000000000004,774.0357390335442,0.009036144578313253
PhaseNetMatched,Full3C,43,,strict,S,200,335,332,332,264,68,71,0.7951807228915663,0.7880597014925373,0.7916041979010495,0.991044776119403,194.33734939759034,65.0000000000004,774.0357390335442,0.009036144578313253
PhaseNetMatched,Full3C,44,,accepted,P,50,335,333,332,317,16,18,0.9519519519519519,0.9462686567164179,0.9491017964071856,0.9940298507462687,21.651651651651587,0.0,114.28981652869236,0.006006006006006006
PhaseNetMatched,Full3C,44,,accepted,P,100,335,333,332,325,8,10,0.975975975975976,0.9701492537313433,0.9730538922155688,0.9940298507462687,21.651651651651587,0.0,114.28981652869236,0.006006006006006006
PhaseNetMatched,Full3C,44,,accepted,P,200,335,333,332,328,5,7,0.984984984984985,0.9791044776119403,0.9820359281437125,0.9940298507462687,21.651651651651587,0.0,114.28981652869236,0.006006006006006006
PhaseNetMatched,Full3C,44,,accepted,S,50,335,333,333,137,196,198,0.4114114114114114,0.408955223880597,0.4101796407185629,0.9940298507462687,224.38438438438433,80.00000000000007,857.8914720276556,0.018018018018018018
PhaseNetMatched,Full3C,44,,accepted,S,100,335,333,333,204,129,131,0.6126126126126126,0.608955223880597,0.6107784431137725,0.9940298507462687,224.38438438438433,80.00000000000007,857.8914720276556,0.018018018018018018
PhaseNetMatched,Full3C,44,,accepted,S,200,335,333,333,251,82,84,0.7537537537537538,0.7492537313432835,0.7514970059880239,0.9940298507462687,224.38438438438433,80.00000000000007,857.8914720276556,0.018018018018018018
PhaseNetMatched,Full3C,44,,strict,P,50,335,332,332,317,15,18,0.9548192771084337,0.9462686567164179,0.9505247376311844,0.991044776119403,18.674698795180657,0.0,100.1444739496424,0.0030120481927710845
PhaseNetMatched,Full3C,44,,strict,P,100,335,332,332,325,7,10,0.9789156626506024,0.9701492537313433,0.974512743628186,0.991044776119403,18.674698795180657,0.0,100.1444739496424,0.0030120481927710845
PhaseNetMatched,Full3C,44,,strict,P,200,335,332,332,328,4,7,0.9879518072289156,0.9791044776119403,0.9835082458770614,0.991044776119403,18.674698795180657,0.0,100.1444739496424,0.0030120481927710845
PhaseNetMatched,Full3C,44,,strict,S,50,335,333,333,137,196,198,0.4114114114114114,0.408955223880597,0.4101796407185629,0.9940298507462687,224.38438438438433,80.00000000000007,857.8914720276556,0.018018018018018018
PhaseNetMatched,Full3C,44,,strict,S,100,335,333,333,204,129,131,0.6126126126126126,0.608955223880597,0.6107784431137725,0.9940298507462687,224.38438438438433,80.00000000000007,857.8914720276556,0.018018018018018018
PhaseNetMatched,Full3C,44,,strict,S,200,335,333,333,251,82,84,0.7537537537537538,0.7492537313432835,0.7514970059880239,0.9940298507462687,224.38438438438433,80.00000000000007,857.8914720276556,0.018018018018018018
PhaseNetMatched,Zonly,42,,accepted,P,50,335,334,332,312,22,23,0.9341317365269461,0.9313432835820895,0.9327354260089686,0.9970149253731343,27.874251497005858,9.999999999999787,109.31605554537721,0.0029940119760479044
PhaseNetMatched,Zonly,42,,accepted,P,100,335,334,332,321,13,14,0.9610778443113772,0.9582089552238806,0.9596412556053812,0.9970149253731343,27.874251497005858,9.999999999999787,109.31605554537721,0.0029940119760479044
PhaseNetMatched,Zonly,42,,accepted,P,200,335,334,332,328,6,7,0.9820359281437125,0.9791044776119403,0.9805680119581465,0.9970149253731343,27.874251497005858,9.999999999999787,109.31605554537721,0.0029940119760479044
PhaseNetMatched,Zonly,42,,accepted,S,50,335,334,333,78,256,257,0.23353293413173654,0.23283582089552238,0.23318385650224216,0.9970149253731343,561.556886227545,165.00000000000006,1822.8358507891367,0.0748502994011976
PhaseNetMatched,Zonly,42,,accepted,S,100,335,334,333,126,208,209,0.3772455089820359,0.3761194029850746,0.37668161434977576,0.9970149253731343,561.556886227545,165.00000000000006,1822.8358507891367,0.0748502994011976
PhaseNetMatched,Zonly,42,,accepted,S,200,335,334,333,188,146,147,0.562874251497006,0.5611940298507463,0.5620328849028401,0.9970149253731343,561.556886227545,165.00000000000006,1822.8358507891367,0.0748502994011976
PhaseNetMatched,Zonly,42,,strict,P,50,335,332,332,311,21,24,0.9367469879518072,0.9283582089552239,0.9325337331334332,0.991044776119403,24.969879518072158,9.999999999999787,95.22168174685211,0.0030120481927710845
PhaseNetMatched,Zonly,42,,strict,P,100,335,332,332,320,12,15,0.963855421686747,0.9552238805970149,0.95952023988006,0.991044776119403,24.969879518072158,9.999999999999787,95.22168174685211,0.0030120481927710845
PhaseNetMatched,Zonly,42,,strict,P,200,335,332,332,327,5,8,0.9849397590361446,0.9761194029850746,0.9805097451274363,0.991044776119403,24.969879518072158,9.999999999999787,95.22168174685211,0.0030120481927710845
PhaseNetMatched,Zonly,42,,strict,S,50,335,333,333,78,255,257,0.23423423423423423,0.23283582089552238,0.23353293413173654,0.9940298507462687,526.5765765765766,160.00000000000014,1698.5313387478927,0.07207207207207207
PhaseNetMatched,Zonly,42,,strict,S,100,335,333,333,126,207,209,0.3783783783783784,0.3761194029850746,0.3772455089820359,0.9940298507462687,526.5765765765766,160.00000000000014,1698.5313387478927,0.07207207207207207
PhaseNetMatched,Zonly,42,,strict,S,200,335,333,333,188,145,147,0.5645645645645646,0.5611940298507463,0.562874251497006,0.9940298507462687,526.5765765765766,160.00000000000014,1698.5313387478927,0.07207207207207207
PhaseNetMatched,Zonly,43,,accepted,P,50,335,335,333,319,16,16,0.9522388059701492,0.9522388059701492,0.9522388059701492,1.0,25.70149253731322,9.999999999999787,100.47499131921842,0.0
